# STATION: CLN
# STATION NAME: ALTA - COLLINS
# LATITUDE: 40.5763
# LONGITUDE: -111.6383
# ELEVATION [ft]: 9662.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,snow_depth_set_1,precip_accum_one_hour_set_1,snow_interval_set_1
,,Fahrenheit,Inches,Inches,Inches
CLN,01/01/2022 00:00 MST,-2.0,97.0,0.0,3.0
CLN,01/01/2022 01:00 MST,-4.0,97.0,0.0,3.0
CLN,01/01/2022 02:00 MST,-4.0,96.0,0.0,3.0
CLN,01/01/2022 03:00 MST,-3.0,96.0,0.0,3.0
CLN,01/01/2022 04:00 MST,-2.0,96.0,0.01,3.0
CLN,01/01/2022 05:00 MST,-3.0,96.0,0.0,3.0
CLN,01/01/2022 06:00 MST,-4.0,96.0,0.0,3.0
CLN,01/01/2022 07:00 MST,-5.0,96.0,0.0,3.0
CLN,01/01/2022 08:00 MST,-6.0,96.0,0.01,3.0
CLN,01/01/2022 09:00 MST,-7.0,95.0,0.0,3.0
CLN,01/01/2022 10:00 MST,-8.0,95.0,0.0,3.0
CLN,01/01/2022 11:00 MST,-5.0,95.0,0.0,0.0
CLN,01/01/2022 12:00 MST,-3.0,95.0,0.0,0.0
CLN,01/01/2022 13:00 MST,-4.0,95.0,0.0,0.0
CLN,01/01/2022 14:00 MST,-0.0,94.0,0.0,0.0
CLN,01/01/2022 15:00 MST,-4.0,94.0,0.0,0.0
CLN,01/01/2022 16:00 MST,-4.0,94.0,0.0,0.0
CLN,01/01/2022 17:00 MST,-5.0,94.0,0.0,0.0
CLN,01/01/2022 18:00 MST,-6.0,94.0,0.0,0.0
CLN,01/01/2022 19:00 MST,-3.0,94.0,0.0,0.0
CLN,01/01/2022 20:00 MST,-3.0,93.0,0.0,0.0
CLN,01/01/2022 21:00 MST,-2.0,93.0,0.0,0.0
CLN,01/01/2022 22:00 MST,2.0,93.0,0.0,0.0
CLN,01/01/2022 23:00 MST,4.0,93.0,0.0,0.0
CLN,01/02/2022 00:00 MST,3.0,93.0,0.0,0.0
CLN,01/02/2022 01:00 MST,6.0,93.0,0.0,0.0
CLN,01/02/2022 02:00 MST,8.0,92.0,0.0,0.0
CLN,01/02/2022 03:00 MST,10.0,92.0,0.0,0.0
CLN,01/02/2022 04:00 MST,10.0,92.0,0.0,0.0
CLN,01/02/2022 05:00 MST,9.0,92.0,0.0,0.0
CLN,01/02/2022 06:00 MST,8.0,92.0,0.0,0.0
CLN,01/02/2022 07:00 MST,8.0,91.0,0.0,0.0
CLN,01/02/2022 08:00 MST,9.0,91.0,0.0,0.0
CLN,01/02/2022 09:00 MST,10.0,91.0,0.0,0.0
CLN,01/02/2022 10:00 MST,12.0,91.0,0.0,0.0
CLN,01/02/2022 11:00 MST,16.0,91.0,0.0,0.0
CLN,01/02/2022 12:00 MST,19.0,91.0,0.0,0.0
CLN,01/02/2022 13:00 MST,19.0,90.0,0.0,0.0
CLN,01/02/2022 14:00 MST,22.0,90.0,0.0,0.0
CLN,01/02/2022 15:00 MST,19.0,90.0,0.0,0.0
CLN,01/02/2022 16:00 MST,20.0,90.0,0.0,0.0
CLN,01/02/2022 17:00 MST,19.0,90.0,0.0,0.0
CLN,01/02/2022 18:00 MST,17.0,90.0,0.0,0.0
CLN,01/02/2022 19:00 MST,17.0,89.0,0.0,0.0
CLN,01/02/2022 20:00 MST,16.0,89.0,0.0,0.0
CLN,01/02/2022 21:00 MST,17.0,89.0,0.0,0.0
CLN,01/02/2022 22:00 MST,17.0,89.0,0.0,0.0
CLN,01/02/2022 23:00 MST,18.0,89.0,0.0,0.0
CLN,01/03/2022 00:00 MST,17.0,89.0,0.0,0.0
CLN,01/03/2022 01:00 MST,17.0,89.0,0.0,0.0
CLN,01/03/2022 02:00 MST,18.0,89.0,0.0,0.0
CLN,01/03/2022 03:00 MST,18.0,88.0,0.0,0.0
CLN,01/03/2022 04:00 MST,17.0,88.0,0.0,0.0
CLN,01/03/2022 05:00 MST,17.0,88.0,0.0,0.0
CLN,01/03/2022 06:00 MST,18.0,88.0,0.0,0.0
CLN,01/03/2022 07:00 MST,17.0,88.0,0.0,0.0
CLN,01/03/2022 08:00 MST,18.0,88.0,0.0,0.0
CLN,01/03/2022 09:00 MST,17.0,88.0,0.0,0.0
CLN,01/03/2022 10:00 MST,18.0,88.0,0.0,0.0
CLN,01/03/2022 11:00 MST,21.0,88.0,0.0,0.0
CLN,01/03/2022 12:00 MST,23.0,87.0,0.0,0.0
CLN,01/03/2022 13:00 MST,23.0,87.0,0.0,0.0
CLN,01/03/2022 14:00 MST,25.0,87.0,0.0,0.0
CLN,01/03/2022 15:00 MST,25.0,87.0,0.0,0.0
CLN,01/03/2022 16:00 MST,24.0,87.0,0.0,0.0
CLN,01/03/2022 17:00 MST,22.0,87.0,0.0,0.0
CLN,01/03/2022 18:00 MST,20.0,87.0,0.0,0.0
CLN,01/03/2022 19:00 MST,20.0,87.0,0.0,0.0
CLN,01/03/2022 20:00 MST,22.0,86.0,0.0,0.0
CLN,01/03/2022 21:00 MST,23.0,86.0,0.0,0.0
CLN,01/03/2022 22:00 MST,23.0,86.0,0.0,0.0
CLN,01/03/2022 23:00 MST,22.0,86.0,0.0,0.0
CLN,01/04/2022 00:00 MST,21.0,86.0,0.0,0.0
CLN,01/04/2022 01:00 MST,21.0,86.0,0.0,0.0
CLN,01/04/2022 02:00 MST,20.0,86.0,0.0,0.0
CLN,01/04/2022 03:00 MST,19.0,86.0,0.0,0.0
CLN,01/04/2022 04:00 MST,19.0,86.0,0.0,0.0
CLN,01/04/2022 05:00 MST,19.0,86.0,0.0,0.0
CLN,01/04/2022 06:00 MST,20.0,85.0,0.0,0.0
CLN,01/04/2022 07:00 MST,20.0,85.0,0.0,0.0
CLN,01/04/2022 08:00 MST,20.0,85.0,0.0,0.0
CLN,01/04/2022 09:00 MST,20.0,85.0,0.0,0.0
CLN,01/04/2022 10:00 MST,21.0,85.0,0.0,0.0
CLN,01/04/2022 11:00 MST,22.0,85.0,0.0,0.0
CLN,01/04/2022 12:00 MST,21.0,85.0,0.0,0.0
CLN,01/04/2022 13:00 MST,20.0,85.0,0.0,0.0
CLN,01/04/2022 14:00 MST,19.0,83.0,0.02,0.0
CLN,01/04/2022 15:00 MST,19.0,84.0,0.0,0.0
CLN,01/04/2022 16:00 MST,18.0,84.0,0.0,0.0
CLN,01/04/2022 17:00 MST,18.0,84.0,0.0,0.0
CLN,01/04/2022 18:00 MST,18.0,83.0,0.03,0.0
CLN,01/04/2022 19:00 MST,18.0,83.0,0.02,0.0
CLN,01/04/2022 20:00 MST,18.0,84.0,0.04,1.0
CLN,01/04/2022 21:00 MST,19.0,84.0,0.02,1.0
CLN,01/04/2022 22:00 MST,19.0,85.0,0.01,1.0
CLN,01/04/2022 23:00 MST,19.0,86.0,0.0,1.0
CLN,01/05/2022 00:00 MST,19.0,85.0,0.01,2.0
CLN,01/05/2022 01:00 MST,20.0,85.0,0.02,2.0
CLN,01/05/2022 02:00 MST,20.0,85.0,0.02,2.0
CLN,01/05/2022 03:00 MST,21.0,84.0,0.04,3.0
CLN,01/05/2022 04:00 MST,21.0,86.0,0.0,3.0
CLN,01/05/2022 05:00 MST,22.0,84.0,0.02,0.0
CLN,01/05/2022 06:00 MST,22.0,85.0,0.21,2.0
CLN,01/05/2022 07:00 MST,23.0,87.0,0.26,3.0
CLN,01/05/2022 08:00 MST,23.0,88.0,0.21,4.0
CLN,01/05/2022 09:00 MST,23.0,90.0,0.16,5.0
CLN,01/05/2022 10:00 MST,24.0,91.0,0.18,6.0
CLN,01/05/2022 11:00 MST,24.0,91.0,0.25,7.0
CLN,01/05/2022 12:00 MST,25.0,91.0,0.16,7.0
CLN,01/05/2022 13:00 MST,25.0,92.0,0.14,8.0
CLN,01/05/2022 14:00 MST,25.0,93.0,0.12,9.0
CLN,01/05/2022 15:00 MST,25.0,94.0,0.09,10.0
CLN,01/05/2022 16:00 MST,25.0,94.0,0.09,10.0
CLN,01/05/2022 17:00 MST,25.0,94.0,0.11,0.0
CLN,01/05/2022 18:00 MST,25.0,95.0,0.09,2.0
CLN,01/05/2022 19:00 MST,25.0,95.0,0.07,2.0
CLN,01/05/2022 20:00 MST,26.0,96.0,0.05,2.0
CLN,01/05/2022 21:00 MST,26.0,96.0,0.08,3.0
CLN,01/05/2022 22:00 MST,26.0,96.0,0.03,3.0
CLN,01/05/2022 23:00 MST,26.0,96.0,0.04,3.0
CLN,01/06/2022 00:00 MST,26.0,96.0,0.06,4.0
CLN,01/06/2022 01:00 MST,26.0,96.0,0.0,4.0
CLN,01/06/2022 02:00 MST,26.0,96.0,0.04,4.0
CLN,01/06/2022 03:00 MST,26.0,96.0,0.02,4.0
CLN,01/06/2022 04:00 MST,27.0,96.0,0.03,4.0
CLN,01/06/2022 05:00 MST,27.0,96.0,0.0,4.0
CLN,01/06/2022 06:00 MST,27.0,95.0,0.03,5.0
CLN,01/06/2022 07:00 MST,27.0,96.0,0.04,5.0
CLN,01/06/2022 08:00 MST,27.0,96.0,0.01,5.0
CLN,01/06/2022 09:00 MST,27.0,96.0,0.05,0.0
CLN,01/06/2022 10:00 MST,27.0,97.0,0.01,0.0
CLN,01/06/2022 11:00 MST,28.0,97.0,0.0,0.0
CLN,01/06/2022 12:00 MST,29.0,97.0,0.0,0.0
CLN,01/06/2022 13:00 MST,30.0,96.0,0.0,0.0
CLN,01/06/2022 14:00 MST,30.0,96.0,0.0,0.0
CLN,01/06/2022 15:00 MST,29.0,96.0,0.0,0.0
CLN,01/06/2022 16:00 MST,28.0,96.0,0.0,0.0
CLN,01/06/2022 17:00 MST,27.0,96.0,0.0,0.0
CLN,01/06/2022 18:00 MST,27.0,96.0,0.0,0.0
CLN,01/06/2022 19:00 MST,27.0,96.0,0.0,0.0
CLN,01/06/2022 20:00 MST,28.0,96.0,0.0,0.0
CLN,01/06/2022 21:00 MST,27.0,95.0,0.0,0.0
CLN,01/06/2022 22:00 MST,26.0,95.0,0.0,0.0
CLN,01/06/2022 23:00 MST,24.0,95.0,0.0,0.0
CLN,01/07/2022 00:00 MST,25.0,95.0,0.0,0.0
CLN,01/07/2022 01:00 MST,26.0,95.0,0.0,0.0
CLN,01/07/2022 02:00 MST,27.0,95.0,0.0,0.0
CLN,01/07/2022 03:00 MST,27.0,95.0,0.0,0.0
CLN,01/07/2022 04:00 MST,27.0,95.0,0.0,0.0
CLN,01/07/2022 05:00 MST,27.0,94.0,0.0,0.0
CLN,01/07/2022 06:00 MST,30.0,94.0,0.0,0.0
CLN,01/07/2022 07:00 MST,31.0,94.0,0.0,0.0
CLN,01/07/2022 08:00 MST,31.0,94.0,0.0,0.0
CLN,01/07/2022 09:00 MST,30.0,94.0,0.0,0.0
CLN,01/07/2022 10:00 MST,29.0,94.0,0.0,0.0
CLN,01/07/2022 11:00 MST,30.0,94.0,0.0,0.0
CLN,01/07/2022 12:00 MST,33.0,94.0,0.0,0.0
CLN,01/07/2022 13:00 MST,34.0,93.0,0.0,0.0
CLN,01/07/2022 14:00 MST,34.0,93.0,0.0,0.0
CLN,01/07/2022 15:00 MST,33.0,93.0,0.0,0.0
CLN,01/07/2022 16:00 MST,31.0,93.0,0.01,0.0
CLN,01/07/2022 17:00 MST,30.0,93.0,0.0,0.0
CLN,01/07/2022 18:00 MST,29.0,93.0,0.0,0.0
CLN,01/07/2022 19:00 MST,29.0,93.0,0.0,0.0
CLN,01/07/2022 20:00 MST,28.0,93.0,0.0,0.0
CLN,01/07/2022 21:00 MST,28.0,93.0,0.0,0.0
CLN,01/07/2022 22:00 MST,28.0,93.0,0.0,0.0
CLN,01/07/2022 23:00 MST,26.0,93.0,0.0,0.0
CLN,01/08/2022 00:00 MST,24.0,92.0,0.0,0.0
CLN,01/08/2022 01:00 MST,22.0,91.0,0.02,0.0
CLN,01/08/2022 02:00 MST,21.0,92.0,0.1,2.0
CLN,01/08/2022 03:00 MST,20.0,93.0,0.05,3.0
