# STATION: AMB
# STATION NAME: ALTA - MT BALDY
# LATITUDE: 40.5677
# LONGITUDE: -111.6374
# ELEVATION [ft]: 11066.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,volts,Fahrenheit,code,Fahrenheit,Fahrenheit
AMB,01/01/2018 00:00 MST,16.5,17.9,21.3,262.7,29.39,12.37,,W,,-19.81
AMB,01/01/2018 01:00 MST,17.01,47.0,25.7,264.5,32.59,12.36,,W,,0.07
AMB,01/01/2018 02:00 MST,16.9,70.6,27.4,265.1,34.9,12.34,,W,,8.89
AMB,01/01/2018 03:00 MST,16.9,78.8,29.51,266.5,34.09,12.32,,W,,11.38
AMB,01/01/2018 04:00 MST,17.8,68.8,28.59,267.3,35.7,12.3,,W,,9.18
AMB,01/01/2018 05:00 MST,17.4,73.9,30.89,268.5,37.69,12.28,,W,,10.41
AMB,01/01/2018 06:00 MST,17.2,77.6,32.19,268.5,38.99,12.26,,W,,11.33
AMB,01/01/2018 07:00 MST,17.6,80.7,32.91,268.6,40.6,12.25,,W,,12.61
AMB,01/01/2018 08:00 MST,17.71,69.6,30.4,269.8,38.59,12.24,,W,,9.35
AMB,01/01/2018 09:00 MST,17.71,62.2,30.8,274.6,40.0,13.24,,W,,6.83
AMB,01/01/2018 10:00 MST,17.6,61.0,33.51,280.2,42.5,13.69,,W,,6.3
AMB,01/01/2018 11:00 MST,18.0,59.4,27.6,281.3,39.91,13.63,,WNW,,6.09
AMB,01/01/2018 12:00 MST,19.2,52.1,28.19,287.6,40.31,13.63,,WNW,,4.32
AMB,01/01/2018 13:00 MST,19.99,38.9,30.2,291.7,41.9,13.62,,WNW,,-1.25
AMB,01/01/2018 14:00 MST,20.5,31.8,30.89,291.7,45.5,13.63,,WNW,,-5.02
AMB,01/01/2018 15:00 MST,19.9,45.5,28.3,288.0,38.41,13.4,,WNW,,2.02
AMB,01/01/2018 16:00 MST,18.9,56.5,33.11,284.6,43.28,12.88,,WNW,,5.83
AMB,01/01/2018 17:00 MST,17.01,69.2,39.71,287.6,46.71,12.69,,WNW,,8.55
AMB,01/01/2018 18:00 MST,15.91,63.2,39.39,288.6,46.8,12.56,,WNW,,5.48
AMB,01/01/2018 19:00 MST,16.3,44.6,39.71,289.3,54.0,12.52,,WNW,,-1.7
AMB,01/01/2018 20:00 MST,19.0,29.0,47.6,294.5,65.41,12.5,,WNW,,-8.22
AMB,01/01/2018 21:00 MST,20.1,33.8,54.09,294.8,70.28,12.48,,WNW,,-4.1
AMB,01/01/2018 22:00 MST,18.5,35.1,45.3,297.1,64.0,12.46,,WNW,,-4.74
AMB,01/01/2018 23:00 MST,17.1,36.6,39.91,304.8,55.5,12.44,,NW,,-5.12
AMB,01/02/2018 00:00 MST,16.59,32.9,34.2,312.5,47.78,12.42,,NW,,-7.77
AMB,01/02/2018 01:00 MST,16.5,35.4,36.31,313.6,50.6,12.41,,NW,,-6.34
AMB,01/02/2018 02:00 MST,17.1,43.1,35.1,316.7,47.0,12.39,,NW,,-1.69
AMB,01/02/2018 03:00 MST,17.2,42.8,36.1,322.5,45.5,12.38,,NW,,-1.75
AMB,01/02/2018 04:00 MST,16.59,38.2,29.51,328.1,44.98,12.37,,NNW,,-4.69
AMB,01/02/2018 05:00 MST,16.0,25.0,27.89,338.5,46.48,12.35,,NNW,,-13.78
AMB,01/02/2018 06:00 MST,15.69,14.4,24.9,340.8,38.41,12.34,,NNW,,-24.52
AMB,01/02/2018 07:00 MST,15.49,9.3,25.21,335.7,36.19,12.32,,NNW,,-32.48
