# STATION: AMB
# STATION NAME: ALTA - MT BALDY
# LATITUDE: 40.5677
# LONGITUDE: -111.6374
# ELEVATION [ft]: 11066.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
AMB,01/02/2019 03:00 MST,15.8,17.2,12.5,6.1,14.7,12.33,,N,,-21.14
AMB,01/02/2019 04:00 MST,15.21,27.2,16.2,356.1,19.6,12.31,,N,,-12.8
AMB,01/02/2019 05:00 MST,15.4,34.3,17.81,5.8,19.89,12.29,,N,,-7.97
AMB,01/02/2019 06:00 MST,14.7,36.4,17.81,8.4,20.49,12.27,,N,,-7.38
AMB,01/02/2019 07:00 MST,14.79,32.8,17.4,3.3,22.91,12.25,,N,,-9.42
AMB,01/02/2019 08:00 MST,14.31,40.2,17.49,14.4,26.71,12.29,,NNE,,-5.68
AMB,01/02/2019 09:00 MST,16.11,39.1,22.79,25.0,31.29,13.68,,NNE,,-4.63
AMB,01/02/2019 10:00 MST,15.1,40.7,16.28,31.4,28.3,13.69,,NNE,,-4.71
AMB,01/02/2019 11:00 MST,16.7,34.5,15.79,38.5,25.7,13.65,,NE,,-6.7
AMB,01/02/2019 12:00 MST,17.29,31.9,17.09,9.2,24.4,13.67,,N,,-7.78
AMB,01/02/2019 13:00 MST,17.49,50.0,23.0,347.9,37.0,13.64,,NNW,,1.84
AMB,01/02/2019 14:00 MST,16.9,66.3,23.8,335.4,35.1,13.64,,NNW,,7.49
AMB,01/02/2019 15:00 MST,16.9,69.4,21.3,330.5,36.48,13.56,,NNW,,8.51
AMB,01/02/2019 16:00 MST,15.6,79.7,20.49,336.6,32.79,13.12,,NNW,,10.38
AMB,01/02/2019 17:00 MST,16.3,76.3,23.0,332.7,32.1,12.82,,NNW,,10.07
AMB,01/02/2019 18:00 MST,15.69,84.0,21.39,344.4,32.59,12.59,,NNW,,11.66
AMB,01/02/2019 19:00 MST,15.01,90.6,22.5,339.5,37.6,12.53,,NNW,,12.73
AMB,01/02/2019 20:00 MST,15.21,95.6,24.58,345.0,35.1,12.51,,NNW,,14.16
AMB,01/02/2019 21:00 MST,15.01,94.8,25.59,331.2,36.48,12.48,,NNW,,13.77
AMB,01/02/2019 22:00 MST,15.3,88.2,26.19,329.6,35.39,12.46,,NNW,,12.39
AMB,01/02/2019 23:00 MST,16.3,84.4,27.0,336.8,33.8,12.44,,NNW,,12.37
AMB,01/03/2019 00:00 MST,17.4,75.5,25.1,331.6,33.4,12.43,,NNW,,10.89
AMB,01/03/2019 01:00 MST,18.19,69.4,23.4,322.9,32.99,12.41,,NW,,9.75
AMB,01/03/2019 02:00 MST,18.7,65.9,22.59,309.4,31.09,12.39,,NW,,9.07
AMB,01/03/2019 03:00 MST,19.0,63.7,21.39,302.5,28.99,12.38,,WNW,,8.59
AMB,01/03/2019 04:00 MST,20.41,57.8,20.4,312.8,26.71,12.36,,NW,,7.75
AMB,01/03/2019 05:00 MST,22.3,51.7,19.48,321.2,25.1,12.35,,NW,,7.03
AMB,01/03/2019 06:00 MST,23.11,46.7,18.81,314.7,23.31,12.33,,NW,,5.53
AMB,01/03/2019 07:00 MST,22.21,48.3,17.2,301.8,22.5,12.31,,WNW,,5.45
AMB,01/03/2019 08:00 MST,22.8,45.2,17.09,310.7,23.31,12.34,,NW,,4.53
AMB,01/03/2019 09:00 MST,23.79,42.4,19.19,293.8,26.4,13.57,,WNW,,4.04
AMB,01/03/2019 10:00 MST,24.21,41.8,19.1,292.3,24.29,13.61,,WNW,,4.11
AMB,01/03/2019 11:00 MST,25.39,39.7,18.5,300.1,25.39,13.57,,WNW,,4.05
AMB,01/03/2019 12:00 MST,26.29,38.5,18.1,297.0,23.69,13.55,,WNW,,4.19
AMB,01/03/2019 13:00 MST,27.3,36.5,16.8,296.8,22.1,13.52,,WNW,,3.94
AMB,01/03/2019 14:00 MST,26.6,41.0,15.39,286.1,22.1,13.53,,WNW,,5.85
AMB,01/03/2019 15:00 MST,25.81,42.1,17.69,278.3,23.31,13.47,,W,,5.72
AMB,01/03/2019 16:00 MST,26.4,37.2,16.51,270.7,21.3,13.04,,W,,3.55
AMB,01/03/2019 17:00 MST,25.3,38.7,17.29,266.6,20.2,12.79,,W,,3.42
AMB,01/03/2019 18:00 MST,23.59,41.1,18.81,270.3,24.29,12.59,,W,,3.18
AMB,01/03/2019 19:00 MST,23.0,42.9,18.3,266.6,22.59,12.54,,W,,3.58
AMB,01/03/2019 20:00 MST,22.41,45.1,17.9,267.7,21.9,12.52,,W,,4.13
AMB,01/03/2019 21:00 MST,23.31,41.5,18.59,264.0,22.1,12.49,,W,,3.14
AMB,01/03/2019 22:00 MST,23.2,40.7,15.59,261.8,22.3,12.48,,W,,2.61
AMB,01/03/2019 23:00 MST,24.3,38.0,14.81,256.9,18.59,12.46,,WSW,,2.12
AMB,01/04/2019 00:00 MST,26.2,35.1,14.61,259.1,19.1,12.44,,W,,2.11
AMB,01/04/2019 01:00 MST,24.91,38.4,22.01,264.3,27.2,12.43,,W,,2.9
AMB,01/04/2019 02:00 MST,26.1,35.9,21.9,264.3,26.51,12.42,,W,,2.51
AMB,01/04/2019 03:00 MST,26.49,35.7,17.69,260.1,22.5,12.4,,W,,2.73
AMB,01/04/2019 04:00 MST,27.39,33.8,15.9,256.3,20.69,12.39,,WSW,,2.35
AMB,01/04/2019 05:00 MST,28.09,32.4,17.09,256.6,25.1,12.38,,WSW,,2.06
AMB,01/04/2019 06:00 MST,28.2,33.3,16.11,253.8,24.58,12.36,,WSW,,2.75
AMB,01/04/2019 07:00 MST,28.51,32.2,16.6,250.6,24.81,12.35,,WSW,,2.3
AMB,01/04/2019 08:00 MST,28.4,30.8,18.01,241.7,24.4,12.38,,WSW,,1.25
AMB,01/04/2019 09:00 MST,29.41,28.4,19.89,239.3,26.11,13.48,,WSW,,0.4
AMB,01/04/2019 10:00 MST,30.6,25.4,21.7,240.5,30.71,13.49,,WSW,,-0.94
AMB,01/04/2019 11:00 MST,31.21,26.0,19.3,241.5,31.21,13.46,,WSW,,0.08
AMB,01/04/2019 12:00 MST,32.2,26.6,9.31,216.7,27.29,13.42,,SW,,1.42
AMB,01/04/2019 13:00 MST,31.1,27.9,12.71,187.3,26.71,13.4,,S,,1.49
AMB,01/04/2019 14:00 MST,30.0,28.4,19.39,192.7,36.6,13.43,,SSW,,0.91
AMB,01/04/2019 15:00 MST,27.19,33.6,18.99,162.5,36.8,13.39,,SSE,,2.05
AMB,01/04/2019 16:00 MST,26.49,36.9,11.01,154.4,26.4,13.0,,SSE,,3.45
AMB,01/04/2019 17:00 MST,25.39,37.0,21.61,149.1,38.1,12.79,,SSE,,2.52
AMB,01/04/2019 18:00 MST,24.69,37.1,27.69,167.1,52.99,12.58,,SSE,,1.96
AMB,01/04/2019 19:00 MST,25.0,36.0,30.09,175.4,55.59,12.53,,S,,1.59
AMB,01/04/2019 20:00 MST,24.21,35.5,20.2,190.6,46.48,12.51,,S,,0.58
AMB,01/04/2019 21:00 MST,23.7,32.3,15.3,191.6,45.19,12.48,,SSW,,-1.87
AMB,01/04/2019 22:00 MST,23.11,28.8,8.3,173.0,36.6,12.46,,S,,-4.79
AMB,01/04/2019 23:00 MST,22.5,29.8,5.61,163.9,19.8,12.44,,SSE,,-4.61
AMB,01/05/2019 00:00 MST,22.6,30.9,7.29,202.3,20.49,12.43,,SSW,,-3.77
AMB,01/05/2019 01:00 MST,22.1,31.5,7.09,193.6,26.71,12.41,,SSW,,-3.81
AMB,01/05/2019 02:00 MST,20.5,40.5,7.4,136.6,25.3,12.39,,SE,,0.07
AMB,01/05/2019 03:00 MST,19.9,42.7,12.1,136.2,32.99,12.38,,SE,,0.66
AMB,01/05/2019 04:00 MST,19.9,39.8,11.1,166.2,24.58,12.37,,SSE,,-0.85
AMB,01/05/2019 05:00 MST,19.9,36.6,8.81,148.5,29.1,12.35,,SSE,,-2.62
AMB,01/05/2019 06:00 MST,20.1,32.1,7.9,152.1,25.99,12.33,,SSE,,-5.18
AMB,01/05/2019 07:00 MST,19.8,29.1,8.1,116.4,19.8,12.32,,ESE,,-7.46
AMB,01/05/2019 08:00 MST,21.51,20.3,16.4,160.0,35.7,12.37,,SSE,,-13.22
AMB,01/05/2019 09:00 MST,22.41,20.8,23.0,166.4,44.4,13.14,,SSE,,-11.98
AMB,01/05/2019 10:00 MST,22.8,19.6,23.6,173.5,45.99,13.65,,S,,-12.83
AMB,01/05/2019 11:00 MST,23.59,16.3,15.9,172.1,43.4,13.68,,S,,-15.78
AMB,01/05/2019 12:00 MST,25.2,16.4,9.4,172.5,27.11,13.57,,S,,-14.34
AMB,01/05/2019 13:00 MST,24.6,15.8,16.51,149.0,39.19,13.65,,SSE,,-15.55
AMB,01/05/2019 14:00 MST,24.3,15.2,18.01,139.1,38.99,13.41,,SE,,-16.54
AMB,01/05/2019 15:00 MST,24.4,13.0,27.29,170.4,50.31,13.11,,S,,-19.44
AMB,01/05/2019 16:00 MST,24.3,12.7,27.4,183.1,50.49,12.83,,S,,-19.96
AMB,01/05/2019 17:00 MST,22.89,25.4,18.1,198.3,42.99,12.62,,SSW,,-7.56
AMB,01/05/2019 18:00 MST,22.6,21.0,15.7,198.5,41.61,12.53,,SSW,,-11.63
AMB,01/05/2019 19:00 MST,20.8,35.3,12.71,170.2,41.09,12.5,,S,,-2.57
AMB,01/05/2019 20:00 MST,19.8,53.4,12.01,178.3,40.2,12.47,,S,,5.42
AMB,01/05/2019 21:00 MST,18.0,62.0,13.0,166.2,52.88,12.45,,SSE,,7.04
AMB,01/05/2019 22:00 MST,16.2,74.0,11.9,169.6,42.99,12.43,,S,,9.28
AMB,01/05/2019 23:00 MST,14.0,91.7,15.21,150.5,43.89,12.41,,SSE,,12.0
AMB,01/06/2019 00:00 MST,13.41,92.5,26.6,153.5,43.4,12.39,,SSE,,11.62
AMB,01/06/2019 01:00 MST,15.1,96.5,26.6,174.5,49.91,12.37,,S,,14.27
AMB,01/06/2019 02:00 MST,15.4,97.0,24.4,177.0,44.69,12.35,,S,,14.69
AMB,01/06/2019 03:00 MST,15.3,97.0,18.19,195.6,41.29,12.33,,SSW,,14.59
AMB,01/06/2019 04:00 MST,15.3,97.1,28.41,217.4,59.01,12.32,,SW,,14.61
AMB,01/06/2019 05:00 MST,15.1,96.1,27.89,219.7,58.79,12.3,,SW,,14.18
AMB,01/06/2019 06:00 MST,14.79,96.0,21.61,216.4,40.31,12.29,,SW,,13.84
AMB,01/06/2019 07:00 MST,14.31,95.1,13.89,215.2,32.59,12.28,,SW,,13.15
AMB,01/06/2019 08:00 MST,14.0,94.3,8.59,218.3,26.19,12.28,,SW,,12.64
AMB,01/06/2019 09:00 MST,13.8,93.7,11.21,227.9,23.09,12.32,,SW,,12.3
AMB,01/06/2019 10:00 MST,13.89,93.5,10.6,245.4,21.7,12.6,,WSW,,12.34
AMB,01/06/2019 11:00 MST,13.89,93.5,11.01,254.7,19.71,12.9,,WSW,,12.34
AMB,01/06/2019 12:00 MST,13.41,92.6,15.9,260.4,28.79,13.11,,W,,11.64
AMB,01/06/2019 13:00 MST,11.61,90.1,24.4,275.1,41.99,13.28,,W,,9.24
AMB,01/06/2019 14:00 MST,9.19,87.9,34.4,281.9,45.99,13.43,,WNW,,6.29
AMB,01/06/2019 15:00 MST,8.2,87.3,35.59,282.1,46.48,13.39,,WNW,,5.17
AMB,01/06/2019 16:00 MST,7.81,87.1,25.59,270.7,38.5,13.03,,W,,4.73
AMB,01/06/2019 17:00 MST,7.81,87.0,15.9,259.1,23.2,12.81,,W,,4.71
AMB,01/06/2019 18:00 MST,7.81,87.0,15.1,255.9,25.1,12.54,,WSW,,4.71
AMB,01/06/2019 19:00 MST,7.5,86.6,17.4,247.7,31.7,12.48,,WSW,,4.3
AMB,01/06/2019 20:00 MST,7.59,86.8,17.09,238.3,31.38,12.44,,WSW,,4.44
AMB,01/06/2019 21:00 MST,7.7,87.0,18.99,209.6,35.99,12.4,,SSW,,4.6
AMB,01/06/2019 22:00 MST,9.7,88.9,25.5,182.0,41.09,12.37,,S,,7.05
AMB,01/06/2019 23:00 MST,9.9,89.0,29.1,178.5,46.39,12.34,,S,,7.27
AMB,01/07/2019 00:00 MST,9.5,88.5,34.49,174.8,58.21,12.31,,S,,6.75
AMB,01/07/2019 01:00 MST,9.39,88.4,42.3,175.2,66.71,12.29,,S,,6.62
AMB,01/07/2019 02:00 MST,9.1,88.7,34.0,178.7,71.49,12.27,,S,,6.41
AMB,01/07/2019 03:00 MST,9.1,89.0,31.7,173.5,61.49,12.26,,S,,6.48
AMB,01/07/2019 04:00 MST,9.9,89.2,32.39,183.9,68.61,12.25,,S,,7.32
AMB,01/07/2019 05:00 MST,9.39,90.1,27.11,210.5,61.2,12.24,,SSW,,7.04
AMB,01/07/2019 06:00 MST,10.0,91.6,31.9,233.2,58.79,12.24,,SW,,8.02
AMB,01/07/2019 07:00 MST,10.8,93.6,31.38,240.9,52.21,12.24,,WSW,,9.3
AMB,01/07/2019 08:00 MST,11.61,94.4,28.41,245.7,47.29,12.23,,WSW,,10.29
AMB,01/07/2019 09:00 MST,11.7,95.5,30.4,256.7,47.6,12.24,,WSW,,10.65
AMB,01/07/2019 10:00 MST,12.79,96.0,26.89,256.1,48.38,12.33,,WSW,,11.85
AMB,01/07/2019 11:00 MST,13.41,95.9,30.09,253.7,49.3,12.5,,WSW,,12.45
AMB,01/07/2019 12:00 MST,13.21,95.8,33.4,256.6,55.5,12.59,,WSW,,12.22
AMB,01/07/2019 13:00 MST,13.1,96.2,28.3,257.2,47.6,12.81,,WSW,,12.21
AMB,01/07/2019 14:00 MST,13.21,96.3,21.5,256.1,37.2,12.87,,WSW,,12.34
AMB,01/07/2019 15:00 MST,12.2,96.2,19.89,254.1,37.6,12.88,,WSW,,11.31
AMB,01/07/2019 16:00 MST,12.09,93.7,33.6,260.7,56.8,12.67,,W,,10.6
AMB,01/07/2019 17:00 MST,11.61,94.4,23.69,256.3,39.1,12.44,,WSW,,10.29
AMB,01/07/2019 18:00 MST,11.41,96.1,19.71,252.9,34.9,12.32,,WSW,,10.5
AMB,01/07/2019 19:00 MST,11.89,96.6,19.48,254.8,32.5,12.27,,WSW,,11.1
AMB,01/07/2019 20:00 MST,11.41,95.1,16.89,259.8,24.9,12.24,,W,,10.26
AMB,01/07/2019 21:00 MST,11.41,95.8,15.9,254.3,27.2,12.23,,WSW,,10.43
AMB,01/07/2019 22:00 MST,11.8,96.7,16.89,260.5,26.31,12.23,,W,,11.03
AMB,01/07/2019 23:00 MST,11.89,96.8,14.5,260.3,25.1,12.22,,W,,11.15
AMB,01/08/2019 00:00 MST,13.5,97.3,15.3,258.4,25.1,12.22,,WSW,,12.87
AMB,01/08/2019 01:00 MST,15.21,97.4,20.0,263.1,27.6,12.22,,W,,14.6
AMB,01/08/2019 02:00 MST,13.89,97.3,19.89,269.1,31.09,12.22,,W,,13.26
AMB,01/08/2019 03:00 MST,14.7,97.6,19.19,273.8,28.01,12.22,,W,,14.14
AMB,01/08/2019 04:00 MST,14.31,97.5,20.0,280.7,30.31,12.22,,W,,13.72
AMB,01/08/2019 05:00 MST,14.31,97.6,17.2,267.3,28.59,12.21,,W,,13.75
AMB,01/08/2019 06:00 MST,14.5,97.5,15.21,274.6,23.2,12.21,,W,,13.91
AMB,01/08/2019 07:00 MST,15.4,97.3,15.21,280.7,20.2,12.21,,W,,14.76
AMB,01/08/2019 08:00 MST,15.6,97.6,13.49,305.3,18.99,12.22,,NW,,15.03
AMB,01/08/2019 09:00 MST,16.7,98.0,14.2,332.5,20.2,12.64,,NNW,,16.23
AMB,01/08/2019 10:00 MST,17.2,98.1,11.3,348.8,14.0,13.48,,N,,16.75
AMB,01/08/2019 11:00 MST,18.5,98.5,10.49,18.0,12.5,13.54,,NNE,,18.14
AMB,01/08/2019 12:00 MST,20.19,96.2,10.4,26.3,12.71,13.5,,NNE,,19.27
AMB,01/08/2019 13:00 MST,22.41,93.5,7.29,81.6,15.5,13.47,,E,,20.8
AMB,01/08/2019 14:00 MST,22.8,88.8,11.21,99.9,17.6,13.49,,E,,19.95
AMB,01/08/2019 15:00 MST,21.6,77.2,13.89,125.1,17.49,13.45,,SE,,15.48
AMB,01/08/2019 16:00 MST,22.3,64.5,19.3,130.4,22.79,13.15,,SE,,12.01
AMB,01/08/2019 17:00 MST,23.4,51.2,23.09,131.4,29.1,12.79,,SE,,7.84
AMB,01/08/2019 18:00 MST,23.2,51.1,28.99,134.8,40.31,12.58,,SE,,7.61
AMB,01/08/2019 19:00 MST,22.21,53.3,33.29,133.5,43.8,12.53,,SE,,7.63
AMB,01/08/2019 20:00 MST,22.8,46.8,37.11,139.0,45.99,12.5,,SE,,5.3
AMB,01/08/2019 21:00 MST,23.2,43.6,32.5,140.5,42.39,12.48,,SE,,4.11
AMB,01/08/2019 22:00 MST,23.2,45.8,29.51,139.4,35.99,12.46,,SE,,5.19
AMB,01/08/2019 23:00 MST,22.6,48.6,21.0,136.7,27.6,12.44,,SE,,5.94
AMB,01/09/2019 00:00 MST,22.69,49.2,21.61,164.1,37.29,12.42,,SSE,,6.3
AMB,01/09/2019 01:00 MST,24.3,48.7,23.69,167.3,35.39,12.4,,SSE,,7.56
AMB,01/09/2019 02:00 MST,23.11,54.3,21.5,163.6,36.89,12.39,,SSE,,8.88
AMB,01/09/2019 03:00 MST,23.4,60.9,19.39,183.5,42.5,12.37,,S,,11.75
AMB,01/09/2019 04:00 MST,22.89,64.2,12.39,180.9,30.2,12.35,,S,,12.47
AMB,01/09/2019 05:00 MST,23.4,60.8,15.59,176.8,40.49,12.33,,S,,11.71
AMB,01/09/2019 06:00 MST,25.11,50.5,17.6,193.4,46.71,12.31,,SSW,,9.12
AMB,01/09/2019 07:00 MST,24.8,51.3,9.31,170.9,30.49,12.29,,S,,9.18
AMB,01/09/2019 08:00 MST,23.7,56.0,10.2,138.3,35.3,12.27,,SE,,10.13
AMB,01/09/2019 09:00 MST,23.5,58.7,11.21,153.1,31.38,12.31,,SSE,,11.01
AMB,01/09/2019 10:00 MST,24.49,57.4,9.31,156.6,24.81,12.78,,SSE,,11.43
AMB,01/09/2019 11:00 MST,25.3,57.4,9.1,123.5,20.8,13.56,,ESE,,12.19
AMB,01/09/2019 12:00 MST,25.81,58.5,8.59,161.2,21.09,13.5,,SSE,,13.1
AMB,01/09/2019 13:00 MST,26.1,58.3,10.4,168.3,28.9,13.47,,SSE,,13.3
AMB,01/09/2019 14:00 MST,26.71,57.5,13.8,180.4,37.0,13.49,,S,,13.55
AMB,01/09/2019 15:00 MST,25.81,63.4,11.61,140.3,22.1,13.3,,SE,,14.96
AMB,01/09/2019 16:00 MST,26.1,61.2,9.89,161.3,21.3,13.02,,SSE,,14.41
AMB,01/09/2019 17:00 MST,25.0,60.7,11.9,185.7,40.4,12.71,,S,,13.19
AMB,01/09/2019 18:00 MST,26.29,50.5,22.39,216.9,39.8,12.57,,SW,,10.21
AMB,01/09/2019 19:00 MST,24.1,65.1,21.5,194.3,34.2,12.52,,SSW,,13.94
AMB,01/09/2019 20:00 MST,23.2,69.7,25.21,191.1,35.59,12.49,,S,,14.66
AMB,01/09/2019 21:00 MST,23.11,67.9,20.29,171.6,30.0,12.47,,S,,13.96
AMB,01/09/2019 22:00 MST,23.0,66.4,23.09,174.8,31.7,12.45,,S,,13.35
AMB,01/09/2019 23:00 MST,22.6,69.8,22.79,165.5,36.71,12.42,,SSE,,14.11
AMB,01/10/2019 00:00 MST,21.9,71.5,17.09,159.0,35.39,12.4,,SSE,,13.99
AMB,01/10/2019 01:00 MST,21.9,69.2,17.0,165.2,38.99,12.38,,SSE,,13.24
AMB,01/10/2019 02:00 MST,21.2,72.3,11.41,160.9,22.1,12.36,,SSE,,13.58
AMB,01/10/2019 03:00 MST,21.31,71.0,10.69,170.7,28.19,12.34,,S,,13.26
AMB,01/10/2019 04:00 MST,20.89,71.5,12.01,174.5,31.5,12.32,,S,,13.02
AMB,01/10/2019 05:00 MST,19.71,80.2,13.2,163.6,28.01,12.3,,SSE,,14.53
AMB,01/10/2019 06:00 MST,20.1,77.2,11.21,179.0,31.29,12.28,,S,,14.02
AMB,01/10/2019 07:00 MST,19.29,83.0,11.41,176.3,26.51,12.26,,S,,14.91
AMB,01/10/2019 08:00 MST,18.5,91.4,10.89,170.5,28.01,12.25,,S,,16.38
AMB,01/10/2019 09:00 MST,18.39,95.2,6.2,135.1,16.89,12.33,,SE,,17.23
AMB,01/10/2019 10:00 MST,18.81,95.5,5.79,159.0,21.09,12.61,,SSE,,17.72
AMB,01/10/2019 11:00 MST,19.8,92.3,5.7,153.0,15.9,13.18,,SSE,,17.9
AMB,01/10/2019 12:00 MST,21.4,84.9,4.29,159.8,18.19,13.55,,SSE,,17.51
AMB,01/10/2019 13:00 MST,21.4,82.4,3.89,195.5,18.1,13.59,,SSW,,16.81
AMB,01/10/2019 14:00 MST,19.71,86.1,5.91,221.3,22.91,13.27,,SW,,16.18
AMB,01/10/2019 15:00 MST,18.19,95.7,10.29,249.2,20.49,13.25,,WSW,,17.15
AMB,01/10/2019 16:00 MST,18.1,98.7,8.5,260.8,15.9,13.02,,W,,17.79
AMB,01/10/2019 17:00 MST,16.7,97.9,15.3,274.1,20.69,12.68,,W,,16.2
AMB,01/10/2019 18:00 MST,16.0,97.6,19.89,283.5,25.59,12.54,,WNW,,15.43
AMB,01/10/2019 19:00 MST,15.69,97.4,13.4,305.1,23.91,12.5,,NW,,15.08
AMB,01/10/2019 20:00 MST,14.9,96.4,15.59,327.9,25.88,12.46,,NNW,,14.05
AMB,01/10/2019 21:00 MST,14.4,95.5,11.79,324.0,23.69,12.44,,NW,,13.33
AMB,01/10/2019 22:00 MST,14.0,94.3,8.7,348.1,15.3,12.41,,NNW,,12.64
AMB,01/10/2019 23:00 MST,13.3,92.5,0.4,344.3,8.99,12.39,,NNW,,11.51
AMB,01/11/2019 00:00 MST,12.9,91.9,0.0,,0.0,12.36,,,,10.96
AMB,01/11/2019 01:00 MST,12.6,91.2,0.0,,0.0,12.33,,,,10.49
AMB,01/11/2019 02:00 MST,12.4,91.0,0.0,,0.0,12.31,,,,10.24
AMB,01/11/2019 03:00 MST,12.31,90.8,0.0,,0.0,12.28,,,,10.11
AMB,01/11/2019 04:00 MST,11.61,90.1,0.0,,0.0,12.26,,,,9.24
AMB,01/11/2019 05:00 MST,11.41,89.7,0.0,,0.0,12.25,,,,8.94
AMB,01/11/2019 06:00 MST,11.19,89.5,0.0,,0.0,12.23,,,,8.67
AMB,01/11/2019 07:00 MST,10.6,88.8,0.0,,0.0,12.23,,,,7.91
AMB,01/11/2019 08:00 MST,9.9,88.3,0.0,,0.0,12.22,,,,7.1
AMB,01/11/2019 09:00 MST,10.29,88.6,0.0,,0.0,12.32,,,,7.56
AMB,01/11/2019 10:00 MST,10.99,88.7,0.0,,0.0,13.23,,,,8.27
AMB,01/11/2019 11:00 MST,12.79,89.4,0.0,,1.1,13.62,,,,10.23
AMB,01/11/2019 12:00 MST,13.3,88.3,0.11,51.8,0.69,13.58,,NE,,10.45
AMB,01/11/2019 13:00 MST,13.8,76.8,8.01,56.3,16.11,13.57,,ENE,,7.79
AMB,01/11/2019 14:00 MST,14.4,75.0,7.81,22.8,14.5,13.54,,NNE,,7.84
AMB,01/11/2019 15:00 MST,14.0,77.4,10.0,8.8,15.9,13.54,,N,,8.16
AMB,01/11/2019 16:00 MST,13.8,67.8,12.01,37.0,19.39,13.16,,NE,,5.02
AMB,01/11/2019 17:00 MST,13.89,57.7,17.69,44.9,28.1,12.87,,NE,,1.58
AMB,01/11/2019 18:00 MST,13.6,52.6,21.7,60.9,27.49,12.6,,ENE,,-0.68
AMB,01/11/2019 19:00 MST,14.31,43.2,21.21,75.4,28.9,12.53,,ENE,,-4.18
AMB,01/11/2019 20:00 MST,14.31,42.2,18.1,82.7,23.0,12.49,,E,,-4.67
AMB,01/11/2019 21:00 MST,14.31,38.9,14.61,84.6,16.69,12.46,,E,,-6.36
