# STATION: CLN
# STATION NAME: ALTA - COLLINS
# LATITUDE: 40.5763
# LONGITUDE: -111.6383
# ELEVATION [ft]: 9662.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,snow_depth_set_1,precip_accum_one_hour_set_1,snow_interval_set_1
,,Fahrenheit,Inches,Inches,Inches
CLN,01/01/2018 00:00 MST,16.0,37.0,0.0,0.0
CLN,01/01/2018 01:00 MST,19.0,37.0,0.0,0.0
CLN,01/01/2018 02:00 MST,21.0,37.0,0.0,0.0
CLN,01/01/2018 03:00 MST,21.99,37.0,0.0,0.0
CLN,01/01/2018 04:00 MST,23.0,37.0,0.0,0.0
CLN,01/01/2018 05:00 MST,23.0,37.0,0.0,0.0
CLN,01/01/2018 06:00 MST,24.01,37.0,0.0,0.0
CLN,01/01/2018 07:00 MST,23.0,37.0,0.0,0.0
CLN,01/01/2018 08:00 MST,23.0,37.0,0.0,0.0
CLN,01/01/2018 09:00 MST,23.0,23.0,0.0,0.0
CLN,01/01/2018 10:00 MST,24.01,37.0,0.0,0.0
CLN,01/01/2018 11:00 MST,24.01,37.0,0.0,0.0
CLN,01/01/2018 12:00 MST,25.0,37.0,0.0,0.0
CLN,01/01/2018 13:00 MST,25.0,37.0,0.0,0.0
CLN,01/01/2018 14:00 MST,27.0,37.0,0.0,0.0
CLN,01/01/2018 15:00 MST,25.0,37.0,0.0,0.0
CLN,01/01/2018 16:00 MST,23.0,37.0,0.0,0.0
CLN,01/01/2018 17:00 MST,23.0,36.0,0.0,0.0
CLN,01/01/2018 18:00 MST,21.0,37.0,0.0,0.0
CLN,01/01/2018 19:00 MST,19.99,37.0,0.0,0.0
CLN,01/01/2018 20:00 MST,21.0,37.0,0.0,0.0
CLN,01/01/2018 21:00 MST,23.0,37.0,0.0,0.0
CLN,01/01/2018 22:00 MST,21.99,37.0,0.0,0.0
CLN,01/01/2018 23:00 MST,21.99,37.0,0.0,0.0
CLN,01/02/2018 00:00 MST,21.0,37.0,0.0,0.0
CLN,01/02/2018 01:00 MST,21.0,37.0,0.0,0.0
CLN,01/02/2018 02:00 MST,19.99,37.0,0.0,0.0
CLN,01/02/2018 03:00 MST,19.99,37.0,0.0,0.0
CLN,01/02/2018 04:00 MST,19.99,36.0,0.0,0.0
CLN,01/02/2018 05:00 MST,19.0,37.0,0.0,0.0
CLN,01/02/2018 06:00 MST,18.0,37.0,0.0,0.0
CLN,01/02/2018 07:00 MST,18.0,181.0,0.0,0.0
CLN,01/02/2018 08:00 MST,17.01,37.0,0.0,0.0
CLN,01/02/2018 09:00 MST,18.0,37.0,0.0,0.0
CLN,01/02/2018 10:00 MST,17.01,37.0,0.0,0.0
CLN,01/02/2018 11:00 MST,19.0,36.0,0.0,0.0
CLN,01/02/2018 12:00 MST,21.99,37.0,0.0,0.0
CLN,01/02/2018 13:00 MST,21.99,37.0,0.0,0.0
CLN,01/02/2018 14:00 MST,25.0,36.0,0.0,0.0
CLN,01/02/2018 15:00 MST,24.01,36.0,0.0,0.0
CLN,01/02/2018 16:00 MST,24.01,37.0,0.0,0.0
CLN,01/02/2018 17:00 MST,23.0,37.0,0.0,0.0
CLN,01/02/2018 18:00 MST,23.0,36.0,0.0,0.0
CLN,01/02/2018 19:00 MST,23.0,37.0,0.0,0.0
CLN,01/02/2018 20:00 MST,21.99,37.0,0.0,0.0
CLN,01/02/2018 21:00 MST,23.0,37.0,0.0,0.0
CLN,01/02/2018 22:00 MST,23.0,37.0,0.0,0.0
CLN,01/02/2018 23:00 MST,23.0,37.0,0.0,0.0
CLN,01/03/2018 00:00 MST,24.01,37.0,0.0,0.0
CLN,01/03/2018 01:00 MST,25.0,37.0,0.0,0.0
CLN,01/03/2018 02:00 MST,25.0,37.0,0.0,0.0
CLN,01/03/2018 03:00 MST,26.01,37.0,0.0,0.0
CLN,01/03/2018 04:00 MST,26.01,37.0,0.0,0.0
CLN,01/03/2018 05:00 MST,28.0,37.0,0.0,0.0
CLN,01/03/2018 06:00 MST,27.0,37.0,0.0,0.0
CLN,01/03/2018 07:00 MST,27.0,37.0,0.0,0.0
CLN,01/03/2018 08:00 MST,27.0,37.0,0.0,0.0
CLN,01/03/2018 09:00 MST,28.0,36.0,0.0,0.0
CLN,01/03/2018 10:00 MST,28.99,36.0,0.0,0.0
CLN,01/03/2018 11:00 MST,32.0,36.0,0.0,0.0
CLN,01/03/2018 12:00 MST,32.0,36.0,0.0,0.0
CLN,01/03/2018 13:00 MST,30.99,,0.0,0.0
CLN,01/03/2018 14:00 MST,32.0,36.0,0.0,0.0
CLN,01/03/2018 15:00 MST,30.99,35.0,0.0,0.0
CLN,01/03/2018 16:00 MST,30.99,36.0,0.0,0.0
CLN,01/03/2018 17:00 MST,28.99,36.0,0.0,0.0
CLN,01/03/2018 18:00 MST,27.0,36.0,0.0,0.0
CLN,01/03/2018 19:00 MST,27.0,36.0,0.0,0.0
CLN,01/03/2018 20:00 MST,26.01,36.0,0.0,0.0
CLN,01/03/2018 21:00 MST,27.0,36.0,0.0,0.0
CLN,01/03/2018 22:00 MST,26.01,36.0,0.0,0.0
CLN,01/03/2018 23:00 MST,26.01,36.0,0.0,0.0
CLN,01/04/2018 00:00 MST,26.01,36.0,0.0,0.0
CLN,01/04/2018 01:00 MST,26.01,36.0,0.0,0.0
CLN,01/04/2018 02:00 MST,26.01,36.0,0.0,0.0
CLN,01/04/2018 03:00 MST,26.01,36.0,0.0,0.0
CLN,01/04/2018 04:00 MST,26.01,35.0,0.0,0.0
CLN,01/04/2018 05:00 MST,26.01,35.0,0.0,0.0
CLN,01/04/2018 06:00 MST,26.01,36.0,0.0,0.0
CLN,01/04/2018 07:00 MST,27.0,36.0,0.0,0.0
CLN,01/04/2018 08:00 MST,28.0,36.0,0.0,0.0
CLN,01/04/2018 09:00 MST,27.0,36.0,0.0,0.0
CLN,01/04/2018 10:00 MST,30.0,36.0,0.0,0.0
CLN,01/04/2018 11:00 MST,32.0,36.0,0.0,0.0
CLN,01/04/2018 12:00 MST,33.01,35.0,0.0,0.0
CLN,01/04/2018 13:00 MST,32.0,35.0,0.0,0.0
CLN,01/04/2018 14:00 MST,33.01,35.0,0.0,0.0
CLN,01/04/2018 15:00 MST,32.0,35.0,0.0,0.0
CLN,01/04/2018 16:00 MST,30.0,36.0,0.0,0.0
CLN,01/04/2018 17:00 MST,30.0,36.0,0.0,0.0
CLN,01/04/2018 18:00 MST,28.99,36.0,0.0,0.0
CLN,01/04/2018 19:00 MST,28.0,35.0,0.0,0.0
CLN,01/04/2018 20:00 MST,28.99,35.0,0.0,0.0
CLN,01/04/2018 21:00 MST,28.99,35.0,0.0,0.0
CLN,01/04/2018 22:00 MST,28.99,35.0,0.0,0.0
CLN,01/04/2018 23:00 MST,28.99,35.0,0.0,0.0
CLN,01/05/2018 00:00 MST,28.99,35.0,0.0,0.0
CLN,01/05/2018 01:00 MST,28.99,35.0,0.0,0.0
CLN,01/05/2018 02:00 MST,28.99,35.0,0.0,0.0
CLN,01/05/2018 03:00 MST,28.0,35.0,0.0,0.0
CLN,01/05/2018 04:00 MST,28.99,35.0,0.0,0.0
CLN,01/05/2018 05:00 MST,28.99,35.0,0.0,0.0
CLN,01/05/2018 06:00 MST,30.0,35.0,0.0,0.0
CLN,01/05/2018 07:00 MST,28.0,35.0,0.0,0.0
CLN,01/05/2018 08:00 MST,28.0,22.0,0.0,0.0
CLN,01/05/2018 09:00 MST,28.0,35.0,0.0,0.0
CLN,01/05/2018 10:00 MST,30.0,35.0,0.0,0.0
CLN,01/05/2018 11:00 MST,30.0,38.0,0.0,0.0
CLN,01/05/2018 12:00 MST,33.01,38.0,0.0,0.0
CLN,01/05/2018 13:00 MST,28.99,0.0,0.0,0.0
CLN,01/05/2018 14:00 MST,32.0,38.0,0.0,0.0
CLN,01/05/2018 15:00 MST,33.01,38.0,0.0,0.0
CLN,01/05/2018 16:00 MST,35.01,38.0,0.0,0.0
CLN,01/05/2018 17:00 MST,30.99,38.0,0.0,0.0
CLN,01/05/2018 18:00 MST,27.0,38.0,0.0,0.0
CLN,01/05/2018 19:00 MST,25.0,38.0,0.0,0.0
CLN,01/05/2018 20:00 MST,25.0,38.0,0.0,0.0
CLN,01/05/2018 21:00 MST,26.01,38.0,0.0,0.0
CLN,01/05/2018 22:00 MST,26.01,38.0,0.0,0.0
CLN,01/05/2018 23:00 MST,25.0,38.0,0.0,0.0
CLN,01/06/2018 00:00 MST,25.0,38.0,0.0,0.0
CLN,01/06/2018 01:00 MST,26.01,38.0,0.0,0.0
CLN,01/06/2018 02:00 MST,27.0,38.0,0.0,0.0
CLN,01/06/2018 03:00 MST,28.99,38.0,0.0,0.0
CLN,01/06/2018 04:00 MST,28.99,38.0,0.0,0.0
CLN,01/06/2018 05:00 MST,28.0,38.0,0.0,0.0
CLN,01/06/2018 06:00 MST,28.99,38.0,0.0,0.0
CLN,01/06/2018 07:00 MST,30.0,38.0,0.0,0.0
CLN,01/06/2018 08:00 MST,28.99,37.0,0.0,0.0
CLN,01/06/2018 09:00 MST,28.99,36.0,0.0,0.0
CLN,01/06/2018 10:00 MST,28.99,36.0,0.02,0.0
CLN,01/06/2018 11:00 MST,28.99,36.0,0.02,0.0
CLN,01/06/2018 12:00 MST,30.0,37.0,0.02,0.0
CLN,01/06/2018 13:00 MST,30.0,38.0,0.06,1.0
CLN,01/06/2018 14:00 MST,28.99,39.0,0.04,2.0
