# STATION: AMB
# STATION NAME: ALTA - MT BALDY
# LATITUDE: 40.5677
# LONGITUDE: -111.6374
# ELEVATION [ft]: 11066.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,volts,Fahrenheit,code,Fahrenheit,Fahrenheit
AMB,01/01/2021 00:00 MST,7.4,90.8,12.7,356.8,20.3,12.67,,N,,5.25
AMB,01/01/2021 01:00 MST,7.1,89.8,11.9,355.6,18.7,12.58,1.94,N,,4.71
AMB,01/01/2021 02:00 MST,7.3,90.5,13.69,13.6,17.5,12.5,,NNE,,5.08
AMB,01/01/2021 03:00 MST,7.4,90.5,14.5,8.1,17.8,12.43,,N,,5.17
AMB,01/01/2021 04:00 MST,7.2,90.1,16.7,6.3,19.4,12.38,1.21,N,,4.88
AMB,01/01/2021 05:00 MST,7.1,87.2,18.4,11.6,26.3,12.34,0.82,NNE,,4.06
AMB,01/01/2021 06:00 MST,8.5,61.0,18.8,10.2,28.1,12.31,,N,,-2.31
AMB,01/01/2021 07:00 MST,10.2,45.2,20.4,11.1,26.4,12.29,,N,,-7.0
AMB,01/01/2021 08:00 MST,10.0,51.7,20.79,11.2,25.8,12.34,,N,,-4.39
AMB,01/01/2021 09:00 MST,10.6,52.3,21.39,12.8,23.6,14.01,,NNE,,-3.59
AMB,01/01/2021 10:00 MST,11.6,46.5,19.1,10.4,22.8,14.11,,N,,-5.13
AMB,01/01/2021 11:00 MST,13.5,37.7,12.9,19.9,18.9,14.05,,NNE,,-7.73
AMB,01/01/2021 12:00 MST,13.4,39.2,13.5,8.8,17.6,13.99,,N,,-7.02
AMB,01/01/2021 13:00 MST,14.8,33.2,12.2,357.5,16.89,13.94,,N,,-9.16
AMB,01/01/2021 14:00 MST,15.8,27.6,11.9,329.2,15.59,13.91,,NNW,,-12.0
AMB,01/01/2021 15:00 MST,16.7,23.5,11.9,331.9,15.9,13.91,,NNW,,-14.4
AMB,01/01/2021 16:00 MST,16.8,28.3,11.8,317.2,15.59,13.95,,NW,,-10.63
AMB,01/01/2021 17:00 MST,16.4,21.7,13.5,341.7,15.4,13.87,,NNW,,-16.21
AMB,01/01/2021 18:00 MST,15.9,19.7,13.3,336.6,14.8,13.45,,NNW,,-18.49
AMB,01/01/2021 19:00 MST,18.0,13.1,15.7,294.3,18.19,13.29,,WNW,,-24.4
AMB,01/01/2021 20:00 MST,18.6,10.2,11.8,273.4,16.1,13.15,,W,,-28.45
AMB,01/01/2021 21:00 MST,18.2,12.0,17.1,270.6,21.7,13.02,,W,,-25.84
AMB,01/01/2021 22:00 MST,17.9,12.4,16.1,263.6,20.49,12.9,,W,,-25.49
AMB,01/01/2021 23:00 MST,18.6,10.1,13.8,254.0,17.8,12.79,,WSW,,-28.63
AMB,01/02/2021 00:00 MST,18.6,9.9,13.8,259.6,18.6,12.68,,W,,-28.98
AMB,01/02/2021 01:00 MST,17.5,12.3,15.59,252.7,21.2,12.58,,WSW,,-25.95
AMB,01/02/2021 02:00 MST,18.3,11.0,17.3,252.0,27.0,12.5,,WSW,,-27.34
AMB,01/02/2021 03:00 MST,17.4,13.5,20.6,259.2,28.1,12.43,,W,,-24.33
AMB,01/02/2021 04:00 MST,13.9,23.4,18.49,261.6,28.9,12.38,,W,,-16.87
AMB,01/02/2021 05:00 MST,12.7,37.5,26.59,264.1,36.49,12.35,,W,,-8.56
AMB,01/02/2021 06:00 MST,14.6,98.6,30.3,278.6,38.49,12.32,,W,,14.27
AMB,01/02/2021 07:00 MST,15.2,100.0,30.09,269.9,37.79,12.3,,W,,15.2
AMB,01/02/2021 08:00 MST,14.0,99.5,27.89,265.8,34.2,12.28,,W,,13.88
AMB,01/02/2021 09:00 MST,12.6,98.4,26.0,269.0,34.89,12.32,,W,,12.23
AMB,01/02/2021 10:00 MST,11.1,97.2,28.0,276.9,36.3,13.66,,W,,10.45
AMB,01/02/2021 11:00 MST,10.8,96.0,28.1,268.8,44.5,14.1,,W,,9.87
AMB,01/02/2021 12:00 MST,10.9,96.3,38.6,272.4,51.99,14.16,,W,,10.04
AMB,01/02/2021 13:00 MST,10.7,96.7,34.8,284.4,50.09,14.2,,WNW,,9.94
AMB,01/02/2021 14:00 MST,10.6,96.7,30.6,266.3,39.79,14.2,,W,,9.84
AMB,01/02/2021 15:00 MST,10.4,96.3,29.3,268.5,38.9,14.21,,W,,9.54
AMB,01/02/2021 16:00 MST,10.4,96.4,29.09,283.2,39.79,14.23,,WNW,,9.57
AMB,01/02/2021 17:00 MST,10.3,96.4,24.59,267.3,34.99,13.65,,W,,9.47
AMB,01/02/2021 18:00 MST,10.5,96.8,26.89,263.6,36.1,13.42,,W,,9.76
AMB,01/02/2021 19:00 MST,10.9,97.3,31.39,264.0,38.4,13.27,,W,,10.28
AMB,01/02/2021 20:00 MST,11.1,97.4,33.4,264.8,38.7,13.13,,W,,10.5
AMB,01/02/2021 21:00 MST,11.0,97.2,31.2,262.4,39.3,13.0,,W,,10.35
AMB,01/02/2021 22:00 MST,11.1,97.5,31.3,263.5,39.0,12.88,,W,,10.52
AMB,01/02/2021 23:00 MST,12.0,98.1,35.2,264.3,44.5,12.77,,W,,11.56
AMB,01/03/2021 00:00 MST,12.2,98.3,34.99,267.7,43.8,12.66,,W,,11.81
AMB,01/03/2021 01:00 MST,12.8,98.8,32.2,268.6,40.5,12.57,,W,,12.52
AMB,01/03/2021 02:00 MST,11.9,97.9,27.7,267.4,35.4,12.49,,W,,11.41
AMB,01/03/2021 03:00 MST,12.0,97.0,26.4,268.0,33.8,12.43,,W,,11.3
AMB,01/03/2021 04:00 MST,12.3,91.0,25.0,263.3,32.69,12.38,,W,,10.15
AMB,01/03/2021 05:00 MST,12.5,76.9,25.59,264.7,32.1,12.34,,W,,6.56
AMB,01/03/2021 06:00 MST,12.9,73.3,23.4,262.9,30.3,12.31,,W,,5.88
AMB,01/03/2021 07:00 MST,13.2,80.9,22.69,261.4,33.6,12.29,,W,,8.37
AMB,01/03/2021 08:00 MST,12.8,95.7,19.1,254.8,28.3,12.28,,WSW,,11.79
AMB,01/03/2021 09:00 MST,13.0,98.7,15.1,249.7,23.8,12.36,,WSW,,12.7
AMB,01/03/2021 10:00 MST,13.6,99.1,13.6,252.2,24.7,12.74,,WSW,,13.39
AMB,01/03/2021 11:00 MST,15.7,100.0,18.49,251.6,31.39,13.5,,WSW,,15.7
AMB,01/03/2021 12:00 MST,16.8,100.0,21.39,256.3,30.6,14.06,,WSW,,16.8
AMB,01/03/2021 13:00 MST,17.0,100.0,22.9,259.0,37.49,14.08,,W,,17.0
AMB,01/03/2021 14:00 MST,16.9,100.0,31.9,270.1,47.7,14.1,,W,,16.9
AMB,01/03/2021 15:00 MST,16.8,100.0,30.8,266.0,46.19,14.11,,W,,16.8
AMB,01/03/2021 16:00 MST,16.1,100.0,30.7,285.5,41.9,14.0,,WNW,,16.1
AMB,01/03/2021 17:00 MST,15.7,100.0,31.3,284.0,49.19,13.54,,WNW,,15.7
AMB,01/03/2021 18:00 MST,15.2,100.0,33.99,290.3,49.49,13.35,,WNW,,15.2
AMB,01/03/2021 19:00 MST,14.8,100.0,34.29,278.1,59.5,13.19,,W,,14.8
AMB,01/03/2021 20:00 MST,14.3,99.9,25.5,278.4,41.39,13.06,,W,,14.28
AMB,01/03/2021 21:00 MST,13.8,99.6,18.9,277.6,30.3,12.93,,W,,13.71
AMB,01/03/2021 22:00 MST,13.6,99.4,11.9,274.8,16.5,12.81,,W,,13.46
AMB,01/03/2021 23:00 MST,13.0,99.0,9.1,264.9,13.8,12.7,,W,,12.77
AMB,01/04/2021 00:00 MST,12.7,98.9,8.7,269.4,10.9,12.6,,W,,12.45
AMB,01/04/2021 01:00 MST,13.0,99.2,9.0,255.3,12.5,12.51,,WSW,,12.81
AMB,01/04/2021 02:00 MST,13.6,99.5,9.8,259.4,13.39,12.45,,W,,13.48
AMB,01/04/2021 03:00 MST,12.9,98.7,6.7,257.8,8.3,12.4,,WSW,,12.6
AMB,01/04/2021 04:00 MST,10.3,95.7,6.5,257.3,7.59,12.36,,WSW,,9.3
AMB,01/04/2021 05:00 MST,9.7,95.5,6.8,230.9,8.7,12.32,,SW,,8.66
AMB,01/04/2021 06:00 MST,11.5,97.5,9.6,222.0,15.29,12.3,,SW,,10.92
AMB,01/04/2021 07:00 MST,13.0,98.3,10.7,212.0,19.3,12.29,,SSW,,12.6
AMB,01/04/2021 08:00 MST,14.9,61.8,18.4,192.0,26.59,12.32,,SSW,,4.03
AMB,01/04/2021 09:00 MST,18.7,24.3,22.2,180.7,32.5,13.89,,S,,-12.04
AMB,01/04/2021 10:00 MST,21.2,20.6,21.3,168.3,34.69,14.01,,SSE,,-13.19
AMB,01/04/2021 11:00 MST,21.8,42.8,17.2,174.2,30.5,13.98,,S,,2.43
AMB,01/04/2021 12:00 MST,22.8,61.7,15.1,201.5,30.8,13.9,,SSW,,11.48
AMB,01/04/2021 13:00 MST,23.5,62.9,17.8,208.7,35.59,13.87,,SSW,,12.58
AMB,01/04/2021 14:00 MST,23.9,58.7,13.9,201.6,36.0,13.85,,SSW,,11.38
AMB,01/04/2021 15:00 MST,23.7,63.7,13.9,180.1,44.2,13.83,,S,,13.06
AMB,01/04/2021 16:00 MST,23.1,75.9,13.69,202.2,43.4,13.96,,SSW,,16.54
AMB,01/04/2021 17:00 MST,24.5,75.3,28.3,202.8,56.4,13.51,,SSW,,17.71
AMB,01/04/2021 18:00 MST,23.9,74.6,29.4,201.0,48.6,13.3,,SSW,,16.91
AMB,01/04/2021 19:00 MST,22.1,92.8,20.2,213.6,43.2,13.15,,SSW,,20.31
AMB,01/04/2021 20:00 MST,22.1,99.0,21.0,224.6,42.99,13.01,,SW,,21.86
AMB,01/04/2021 21:00 MST,21.0,99.8,17.6,223.3,34.59,12.88,,SW,,20.95
AMB,01/04/2021 22:00 MST,21.1,96.1,19.49,212.7,37.6,12.76,,SSW,,20.15
AMB,01/04/2021 23:00 MST,21.0,93.5,15.7,207.3,31.69,12.66,,SSW,,19.4
AMB,01/05/2021 00:00 MST,22.1,76.5,25.4,215.7,46.0,12.57,,SW,,15.75
AMB,01/05/2021 01:00 MST,20.6,80.9,31.9,211.9,51.69,12.5,,SSW,,15.6
AMB,01/05/2021 02:00 MST,18.7,90.9,31.5,229.9,58.19,12.44,,SW,,16.45
AMB,01/05/2021 03:00 MST,14.8,99.8,13.3,255.5,20.49,12.4,,WSW,,14.75
AMB,01/05/2021 04:00 MST,14.9,99.9,33.5,269.1,49.0,12.36,,W,,14.88
AMB,01/05/2021 05:00 MST,13.8,99.6,36.1,288.8,56.89,12.34,,WNW,,13.71
AMB,01/05/2021 06:00 MST,12.9,99.0,36.0,280.1,51.9,12.31,,W,,12.67
AMB,01/05/2021 07:00 MST,11.3,97.5,42.8,286.9,63.69,12.3,,WNW,,10.72
AMB,01/05/2021 08:00 MST,9.8,96.0,43.8,283.2,68.0,12.3,,WNW,,8.88
AMB,01/05/2021 09:00 MST,8.9,94.6,44.2,286.9,67.19,12.31,,WNW,,7.65
AMB,01/05/2021 10:00 MST,8.3,93.2,37.1,284.5,55.79,12.39,,WNW,,6.72
AMB,01/05/2021 11:00 MST,7.9,92.5,41.8,275.7,66.9,12.59,,W,,6.16
AMB,01/05/2021 12:00 MST,8.1,93.0,41.8,275.7,62.29,13.06,,W,,6.47
