# STATION: CLN
# STATION NAME: ALTA - COLLINS
# LATITUDE: 40.5763
# LONGITUDE: -111.6383
# ELEVATION [ft]: 9662.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,snow_depth_set_1,precip_accum_one_hour_set_1,snow_interval_set_1
,,Fahrenheit,Inches,Inches,Inches
CLN,01/01/2017 00:00 MST,16.0,58.0,0.0,0.0
CLN,01/01/2017 01:00 MST,17.01,58.0,0.0,0.0
CLN,01/01/2017 02:00 MST,16.0,58.0,0.0,0.0
CLN,01/01/2017 03:00 MST,16.0,58.0,0.0,0.0
CLN,01/01/2017 04:00 MST,16.0,58.0,0.0,0.0
CLN,01/01/2017 05:00 MST,17.01,58.0,0.0,0.0
CLN,01/01/2017 06:00 MST,17.01,58.0,0.0,0.0
CLN,01/01/2017 07:00 MST,18.0,58.0,0.0,0.0
CLN,01/01/2017 08:00 MST,19.0,58.0,0.0,0.0
CLN,01/01/2017 09:00 MST,18.0,58.0,0.0,0.0
CLN,01/01/2017 10:00 MST,19.0,58.0,0.0,0.0
CLN,01/01/2017 11:00 MST,18.0,58.0,0.0,0.0
CLN,01/01/2017 12:00 MST,19.0,58.0,0.0,0.0
CLN,01/01/2017 13:00 MST,19.0,58.0,0.0,0.0
CLN,01/01/2017 14:00 MST,19.99,58.0,0.0,0.0
CLN,01/01/2017 15:00 MST,19.0,58.0,0.0,0.0
CLN,01/01/2017 16:00 MST,19.0,57.0,0.0,0.0
CLN,01/01/2017 17:00 MST,19.0,57.0,0.0,0.0
CLN,01/01/2017 18:00 MST,19.0,57.0,0.0,0.0
CLN,01/01/2017 19:00 MST,19.0,57.0,0.0,0.0
CLN,01/01/2017 20:00 MST,18.0,57.0,0.03,0.0
CLN,01/01/2017 21:00 MST,18.0,57.0,0.06,0.0
CLN,01/01/2017 22:00 MST,18.0,58.0,0.0,0.0
CLN,01/01/2017 23:00 MST,18.0,58.0,0.04,0.0
CLN,01/02/2017 00:00 MST,18.0,58.0,0.0,0.0
CLN,01/02/2017 01:00 MST,18.0,57.0,0.07,2.0
CLN,01/02/2017 02:00 MST,18.0,58.0,0.12,2.0
CLN,01/02/2017 03:00 MST,17.01,59.0,0.02,3.0
CLN,01/02/2017 04:00 MST,12.0,60.0,0.1,4.0
CLN,01/02/2017 05:00 MST,9.0,60.0,0.07,6.0
CLN,01/02/2017 06:00 MST,10.0,61.0,0.02,8.0
CLN,01/02/2017 07:00 MST,10.0,62.0,0.01,8.0
CLN,01/02/2017 08:00 MST,9.0,62.0,0.03,8.0
CLN,01/02/2017 09:00 MST,10.0,62.0,0.01,8.0
CLN,01/02/2017 10:00 MST,10.0,63.0,0.01,0.0
CLN,01/02/2017 11:00 MST,10.99,64.0,0.01,0.0
CLN,01/02/2017 12:00 MST,12.0,63.0,0.03,2.0
CLN,01/02/2017 13:00 MST,10.99,64.0,0.04,3.0
CLN,01/02/2017 14:00 MST,10.99,65.0,0.01,4.0
CLN,01/02/2017 15:00 MST,12.99,63.0,0.02,4.0
CLN,01/02/2017 16:00 MST,12.0,64.0,0.03,5.0
CLN,01/02/2017 17:00 MST,12.0,64.0,0.01,0.0
CLN,01/02/2017 18:00 MST,10.0,65.0,0.02,0.0
CLN,01/02/2017 19:00 MST,9.0,66.0,0.02,2.0
CLN,01/02/2017 20:00 MST,10.0,67.0,0.04,3.0
CLN,01/02/2017 21:00 MST,10.99,67.0,0.02,4.0
CLN,01/02/2017 22:00 MST,12.0,68.0,0.05,6.0
CLN,01/02/2017 23:00 MST,10.99,69.0,0.04,7.0
CLN,01/03/2017 00:00 MST,10.99,69.0,0.07,8.0
CLN,01/03/2017 01:00 MST,10.0,71.0,0.03,9.0
CLN,01/03/2017 02:00 MST,10.99,70.0,0.08,9.0
CLN,01/03/2017 03:00 MST,10.99,72.0,0.03,10.0
CLN,01/03/2017 04:00 MST,12.0,73.0,0.0,9.0
CLN,01/03/2017 05:00 MST,10.99,73.0,0.06,10.0
CLN,01/03/2017 06:00 MST,10.99,74.0,0.02,11.0
CLN,01/03/2017 07:00 MST,10.99,73.0,0.0,12.0
CLN,01/03/2017 08:00 MST,10.99,73.0,0.0,0.0
