# STATION: AMB
# STATION NAME: ALTA - MT BALDY
# LATITUDE: 40.5677
# LONGITUDE: -111.6374
# ELEVATION [ft]: 11066.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,volts,Fahrenheit,code,Fahrenheit,Fahrenheit
AMB,01/01/2023 00:00 MST,21.8,95.0,0.0,,0.0,12.34,,,,20.57
AMB,01/01/2023 01:00 MST,22.1,95.0,0.0,,0.0,12.33,,,,20.87
AMB,01/01/2023 02:00 MST,22.3,95.1,0.0,,0.0,12.33,,,,21.09
AMB,01/01/2023 03:00 MST,22.4,95.1,0.0,,0.0,12.32,,,,21.19
AMB,01/01/2023 04:00 MST,22.6,95.2,0.0,,0.0,12.32,,,,21.42
AMB,01/01/2023 05:00 MST,22.4,95.1,0.0,,0.0,12.32,,,,21.19
AMB,01/01/2023 06:00 MST,22.2,95.1,0.0,,0.0,12.32,,,,20.99
AMB,01/01/2023 07:00 MST,21.9,95.0,0.0,,0.0,12.32,,,,20.67
AMB,01/01/2023 08:00 MST,21.8,95.0,0.0,,0.0,12.32,,,,20.57
AMB,01/01/2023 09:00 MST,21.8,95.0,0.0,,0.0,12.36,,,,20.57
AMB,01/01/2023 10:00 MST,22.1,95.1,0.0,,0.0,12.66,,,,20.89
AMB,01/01/2023 11:00 MST,22.2,95.0,0.0,,0.0,13.14,,,,20.97
AMB,01/01/2023 12:00 MST,22.2,95.0,0.0,,0.0,13.62,,,,20.97
AMB,01/01/2023 13:00 MST,21.9,94.9,0.0,,0.0,13.95,,,,20.64
AMB,01/01/2023 14:00 MST,21.7,94.8,0.0,,0.0,13.94,,,,20.42
AMB,01/01/2023 15:00 MST,21.8,94.8,0.0,,0.0,13.96,,,,20.52
