# STATION: AMB
# STATION NAME: ALTA - MT BALDY
# LATITUDE: 40.5677
# LONGITUDE: -111.6374
# ELEVATION [ft]: 11066.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,volts,Fahrenheit,code,Fahrenheit,Fahrenheit
AMB,01/02/2012 00:00 MST,31.6,38.8,7.09,52.9,9.89,12.7,,NE,,9.14
AMB,01/02/2012 01:00 MST,31.21,39.2,5.5,94.8,8.3,12.67,,E,,9.02
AMB,01/02/2012 02:00 MST,31.3,40.4,4.21,89.4,6.4,12.64,,E,,9.77
AMB,01/02/2012 03:00 MST,30.6,45.7,7.7,128.1,9.8,12.63,,SE,,11.92
AMB,01/02/2012 04:00 MST,31.69,40.3,12.5,136.1,14.29,12.61,,SE,,10.07
AMB,01/02/2012 05:00 MST,32.2,35.8,14.09,150.9,16.69,12.6,,SSE,,7.89
AMB,01/02/2012 06:00 MST,32.11,33.8,13.69,159.7,16.89,12.59,,SSE,,6.53
AMB,01/02/2012 07:00 MST,32.31,32.9,13.8,165.8,17.49,12.58,,SSE,,6.12
AMB,01/02/2012 08:00 MST,32.5,31.4,14.41,166.9,20.49,12.58,,SSE,,5.26
AMB,01/02/2012 09:00 MST,32.5,34.0,15.39,155.1,22.91,13.43,,SSE,,7.01
AMB,01/02/2012 10:00 MST,32.7,37.3,15.39,152.2,25.99,13.68,,SSE,,9.25
AMB,01/02/2012 11:00 MST,34.81,32.9,15.21,169.3,29.19,13.65,,S,,8.33
AMB,01/02/2012 12:00 MST,35.49,32.6,14.2,186.5,31.5,13.62,,S,,8.72
AMB,01/02/2012 13:00 MST,35.8,31.1,18.3,192.0,35.7,13.6,,SSW,,7.95
AMB,01/02/2012 14:00 MST,34.7,31.7,23.6,197.4,36.19,13.6,,SSW,,7.41
AMB,01/02/2012 15:00 MST,34.11,32.5,19.6,187.9,35.39,13.62,,S,,7.44
AMB,01/02/2012 16:00 MST,34.2,32.9,15.59,188.9,32.99,13.65,,S,,7.79
AMB,01/02/2012 17:00 MST,33.8,28.1,7.2,202.6,24.0,13.16,,SSW,,3.98
AMB,01/02/2012 18:00 MST,33.6,21.3,13.09,219.7,27.2,12.92,,SW,,-2.09
AMB,01/02/2012 19:00 MST,33.69,18.4,14.5,229.8,24.99,12.86,,SW,,-5.05
AMB,01/02/2012 20:00 MST,33.1,17.1,14.81,231.9,22.1,12.82,,SW,,-7.03
AMB,01/02/2012 21:00 MST,32.31,19.0,13.6,217.9,23.69,12.79,,SW,,-5.53
AMB,01/02/2012 22:00 MST,31.3,21.9,11.01,211.7,20.4,12.76,,SSW,,-3.45
AMB,01/02/2012 23:00 MST,31.5,21.0,14.09,230.3,30.2,12.73,,SW,,-4.15
AMB,01/03/2012 00:00 MST,30.09,26.4,11.5,201.4,26.89,12.71,,SSW,,-0.56
AMB,01/03/2012 01:00 MST,31.41,21.4,18.19,229.7,29.71,12.69,,SW,,-3.84
AMB,01/03/2012 02:00 MST,30.99,22.1,19.8,244.6,29.1,12.67,,WSW,,-3.52
AMB,01/03/2012 03:00 MST,30.2,24.0,16.28,250.9,28.7,12.65,,WSW,,-2.47
AMB,01/03/2012 04:00 MST,29.7,25.5,15.79,257.0,22.5,12.63,,WSW,,-1.63
AMB,01/03/2012 05:00 MST,30.79,25.9,21.39,256.6,39.59,12.62,,WSW,,-0.36
AMB,01/03/2012 06:00 MST,31.6,29.1,18.99,253.6,34.58,12.61,,WSW,,2.82
AMB,01/03/2012 07:00 MST,29.89,27.1,22.19,260.4,33.8,12.6,,W,,-0.18
AMB,01/03/2012 08:00 MST,28.2,27.6,24.0,264.6,40.98,12.59,,W,,-1.26
AMB,01/03/2012 09:00 MST,27.7,33.1,33.4,281.9,50.0,13.01,,WNW,,2.18
AMB,01/03/2012 10:00 MST,28.2,37.7,42.5,286.9,64.4,13.72,,WNW,,5.45
AMB,01/03/2012 11:00 MST,28.4,39.0,47.29,285.8,65.59,13.75,,WNW,,6.37
AMB,01/03/2012 12:00 MST,28.2,39.5,38.7,288.7,55.1,13.75,,WNW,,6.48
AMB,01/03/2012 13:00 MST,28.51,35.5,36.48,287.7,51.81,13.76,,WNW,,4.41
AMB,01/03/2012 14:00 MST,28.29,36.3,34.4,286.2,48.0,13.76,,WNW,,4.7
AMB,01/03/2012 15:00 MST,28.29,33.9,25.88,279.0,38.1,13.76,,W,,3.21
AMB,01/03/2012 16:00 MST,27.3,36.6,28.99,290.2,41.61,13.79,,WNW,,4.0
AMB,01/03/2012 17:00 MST,26.8,35.0,24.9,292.1,34.99,13.53,,WNW,,2.58
AMB,01/03/2012 18:00 MST,25.2,31.9,31.5,298.0,43.28,12.97,,WNW,,-0.82
AMB,01/03/2012 19:00 MST,25.3,30.7,24.0,294.3,32.79,12.88,,WNW,,-1.54
AMB,01/03/2012 20:00 MST,24.49,36.9,22.79,276.3,30.49,12.83,,W,,1.66
AMB,01/03/2012 21:00 MST,24.4,33.6,22.19,274.7,30.31,12.8,,W,,-0.42
AMB,01/03/2012 22:00 MST,24.6,30.2,23.49,283.4,29.71,12.77,,WNW,,-2.5
AMB,01/03/2012 23:00 MST,25.5,22.1,21.5,274.3,29.1,12.74,,W,,-8.16
AMB,01/04/2012 00:00 MST,25.9,21.1,29.51,279.0,36.48,12.71,,W,,-8.76
AMB,01/04/2012 01:00 MST,27.1,29.0,25.59,292.8,35.7,12.69,,WNW,,-1.17
AMB,01/04/2012 02:00 MST,27.81,35.9,24.99,296.9,31.99,12.67,,WNW,,4.03
AMB,01/04/2012 03:00 MST,28.2,40.3,24.0,294.2,31.0,12.65,,WNW,,6.92
AMB,01/04/2012 04:00 MST,28.09,32.4,23.69,288.0,29.71,12.64,,WNW,,2.06
AMB,01/04/2012 05:00 MST,28.4,25.2,26.11,285.0,30.49,12.62,,WNW,,-2.99
AMB,01/04/2012 06:00 MST,28.99,26.0,23.09,288.5,28.41,12.61,,WNW,,-1.83
AMB,01/04/2012 07:00 MST,29.5,27.3,23.31,283.3,31.5,12.6,,WNW,,-0.36
AMB,01/04/2012 08:00 MST,28.6,21.1,17.6,293.1,24.81,12.6,,WNW,,-6.49
AMB,01/04/2012 09:00 MST,29.8,26.5,15.79,295.9,19.1,13.19,,WNW,,-0.73
AMB,01/04/2012 10:00 MST,30.09,25.9,15.21,290.0,18.81,13.73,,WNW,,-0.97
AMB,01/04/2012 11:00 MST,31.5,26.0,9.89,279.3,13.49,13.72,,W,,0.33
AMB,01/04/2012 12:00 MST,32.0,27.4,13.69,277.4,17.9,13.7,,W,,1.88
AMB,01/04/2012 13:00 MST,32.59,28.6,14.29,271.3,17.9,13.69,,W,,3.31
AMB,01/04/2012 14:00 MST,32.79,31.4,18.9,266.0,24.81,13.68,,W,,5.52
AMB,01/04/2012 15:00 MST,33.3,32.7,15.59,256.1,22.3,13.67,,WSW,,6.86
AMB,01/04/2012 16:00 MST,33.8,33.2,11.41,253.0,17.81,13.67,,WSW,,7.64
AMB,01/04/2012 17:00 MST,33.21,33.8,12.71,254.6,18.41,13.46,,WSW,,7.51
AMB,01/04/2012 18:00 MST,34.2,26.5,7.0,254.5,14.29,12.97,,WSW,,3.06
AMB,01/04/2012 19:00 MST,35.49,23.3,6.51,254.6,9.89,12.88,,WSW,,1.41
AMB,01/04/2012 20:00 MST,35.91,21.2,9.6,249.2,11.79,12.84,,WSW,,-0.24
AMB,01/04/2012 21:00 MST,33.3,24.9,11.21,256.1,14.0,12.81,,WSW,,0.95
AMB,01/04/2012 22:00 MST,34.7,20.1,12.3,253.4,14.0,12.78,,WSW,,-2.38
AMB,01/04/2012 23:00 MST,35.1,18.4,15.79,254.3,17.81,12.75,,WSW,,-3.88
AMB,01/05/2012 00:00 MST,34.9,16.9,16.2,259.4,19.71,12.73,,W,,-5.79
AMB,01/05/2012 01:00 MST,34.59,16.9,13.6,257.7,17.81,12.71,,WSW,,-6.05
AMB,01/05/2012 02:00 MST,34.81,19.4,13.49,258.6,17.2,12.69,,WSW,,-3.02
AMB,01/05/2012 03:00 MST,34.3,20.3,12.1,259.3,15.5,12.67,,W,,-2.51
AMB,01/05/2012 04:00 MST,33.4,23.2,14.2,257.8,18.7,12.65,,WSW,,-0.46
AMB,01/05/2012 05:00 MST,32.5,27.6,18.01,262.5,23.4,12.64,,W,,2.47
AMB,01/05/2012 06:00 MST,32.11,30.3,19.89,265.1,23.4,12.63,,W,,4.14
AMB,01/05/2012 07:00 MST,31.5,28.4,18.41,263.3,21.0,12.62,,W,,2.21
AMB,01/05/2012 08:00 MST,30.09,44.5,18.9,264.4,23.31,12.62,,W,,10.85
AMB,01/05/2012 09:00 MST,30.79,49.7,16.69,263.3,20.8,13.52,,W,,14.01
AMB,01/05/2012 10:00 MST,31.41,49.0,19.89,270.6,23.31,13.72,,W,,14.26
AMB,01/05/2012 11:00 MST,32.59,47.4,12.3,265.9,16.69,13.7,,W,,14.58
AMB,01/05/2012 12:00 MST,33.1,47.4,13.69,268.7,21.09,13.67,,W,,15.05
AMB,01/05/2012 13:00 MST,32.59,50.0,20.49,268.7,28.7,13.67,,W,,15.81
AMB,01/05/2012 14:00 MST,31.69,46.8,22.1,269.8,30.8,13.69,,W,,13.46
AMB,01/05/2012 15:00 MST,31.8,48.8,20.8,262.4,28.41,13.69,,W,,14.52
AMB,01/05/2012 16:00 MST,31.3,53.2,24.81,280.3,37.0,13.72,,W,,16.05
AMB,01/05/2012 17:00 MST,30.31,47.2,27.11,275.3,37.0,13.47,,W,,12.39
AMB,01/05/2012 18:00 MST,28.09,49.8,26.8,274.0,36.48,12.96,,W,,11.56
AMB,01/05/2012 19:00 MST,27.1,55.9,21.9,267.0,30.89,12.88,,W,,13.27
AMB,01/05/2012 20:00 MST,26.49,57.8,20.6,259.3,28.5,12.84,,W,,13.47
AMB,01/05/2012 21:00 MST,26.2,59.0,23.6,260.6,31.0,12.81,,W,,13.67
AMB,01/05/2012 22:00 MST,26.01,58.0,25.88,265.2,35.99,12.78,,W,,13.09
AMB,01/05/2012 23:00 MST,26.01,58.6,27.2,266.8,34.58,12.76,,W,,13.33
AMB,01/06/2012 00:00 MST,25.59,61.3,28.19,266.2,39.19,12.73,,W,,13.97
AMB,01/06/2012 01:00 MST,24.91,62.1,24.58,265.6,31.21,12.71,,W,,13.62
AMB,01/06/2012 02:00 MST,23.9,62.8,25.21,266.2,35.21,12.69,,W,,12.92
AMB,01/06/2012 03:00 MST,22.1,65.9,30.8,272.8,38.3,12.67,,W,,12.31
AMB,01/06/2012 04:00 MST,21.0,71.3,33.2,275.7,44.09,12.65,,W,,13.06
AMB,01/06/2012 05:00 MST,20.61,70.2,35.39,281.1,45.7,12.63,,W,,12.33
AMB,01/06/2012 06:00 MST,19.4,68.4,32.39,283.0,41.7,12.62,,WNW,,10.58
AMB,01/06/2012 07:00 MST,18.39,68.7,28.19,278.7,34.49,12.6,,W,,9.71
AMB,01/06/2012 08:00 MST,17.91,64.1,25.21,278.9,34.0,12.59,,W,,7.69
AMB,01/06/2012 09:00 MST,18.19,52.6,21.61,283.4,28.1,13.27,,WNW,,3.59
AMB,01/06/2012 10:00 MST,19.0,39.2,17.69,271.4,25.7,13.9,,W,,-1.98
AMB,01/06/2012 11:00 MST,20.41,33.5,12.01,270.8,15.9,13.9,,W,,-4.02
AMB,01/06/2012 12:00 MST,21.6,27.3,17.09,270.4,23.6,13.87,,W,,-7.2
AMB,01/06/2012 13:00 MST,22.8,22.7,18.19,271.1,24.81,13.86,,W,,-9.91
AMB,01/06/2012 14:00 MST,22.69,14.7,14.99,264.3,21.21,13.83,,W,,-18.49
AMB,01/06/2012 15:00 MST,23.0,13.5,14.2,266.8,20.4,13.84,,W,,-19.85
AMB,01/06/2012 16:00 MST,24.3,14.3,6.4,257.6,11.79,13.81,,WSW,,-17.71
AMB,01/06/2012 17:00 MST,23.9,12.9,6.4,246.4,11.01,13.6,,WSW,,-19.99
AMB,01/06/2012 18:00 MST,21.7,19.6,7.61,219.9,14.5,12.97,,SW,,-13.75
AMB,01/06/2012 19:00 MST,21.4,16.6,11.61,231.9,17.09,12.86,,SW,,-17.22
AMB,01/06/2012 20:00 MST,20.7,15.3,9.31,251.5,14.29,12.81,,WSW,,-19.34
AMB,01/06/2012 21:00 MST,19.99,34.6,12.8,257.8,32.3,12.77,,WSW,,-3.71
AMB,01/06/2012 22:00 MST,18.5,66.9,14.0,259.9,21.7,12.74,,W,,9.22
AMB,01/06/2012 23:00 MST,16.59,87.7,12.01,248.9,25.1,12.71,,WSW,,13.54
AMB,01/07/2012 00:00 MST,16.2,93.7,11.3,243.6,19.19,12.68,,WSW,,14.68
