# STATION: CLN
# STATION NAME: ALTA - COLLINS
# LATITUDE: 40.5763
# LONGITUDE: -111.6383
# ELEVATION [ft]: 9662.0
# STATE: UT
Station_ID,Date_Time,air_temp_set_1,snow_depth_set_1,precip_accum_one_hour_set_1,snow_interval_set_1
,,Fahrenheit,Inches,Inches,Inches
CLN,01/01/2021 00:00 MST,14.0,39.0,0.0,0.0
CLN,01/01/2021 01:00 MST,14.0,39.0,0.0,0.0
CLN,01/01/2021 02:00 MST,13.0,38.0,0.0,0.0
CLN,01/01/2021 03:00 MST,13.0,38.0,0.0,0.0
CLN,01/01/2021 04:00 MST,12.0,38.0,0.0,0.0
CLN,01/01/2021 05:00 MST,13.0,38.0,0.0,0.0
CLN,01/01/2021 06:00 MST,12.0,38.0,0.0,0.0
CLN,01/01/2021 07:00 MST,12.0,38.0,0.0,0.0
CLN,01/01/2021 08:00 MST,13.0,38.0,0.0,0.0
CLN,01/01/2021 09:00 MST,14.0,38.0,0.0,0.0
CLN,01/01/2021 10:00 MST,15.0,38.0,0.0,0.0
CLN,01/01/2021 11:00 MST,15.0,38.0,0.0,0.0
CLN,01/01/2021 12:00 MST,16.0,38.0,0.0,0.0
CLN,01/01/2021 13:00 MST,15.0,38.0,0.0,0.0
CLN,01/01/2021 14:00 MST,18.0,38.0,0.0,0.0
CLN,01/01/2021 15:00 MST,17.0,38.0,0.0,0.0
CLN,01/01/2021 16:00 MST,16.0,38.0,0.0,0.0
CLN,01/01/2021 17:00 MST,15.0,38.0,0.0,0.0
CLN,01/01/2021 18:00 MST,14.0,38.0,0.0,0.0
CLN,01/01/2021 19:00 MST,14.0,38.0,0.0,0.0
CLN,01/01/2021 20:00 MST,14.0,38.0,0.0,0.0
CLN,01/01/2021 21:00 MST,15.0,38.0,0.0,0.0
CLN,01/01/2021 22:00 MST,15.0,38.0,0.0,0.0
CLN,01/01/2021 23:00 MST,16.0,38.0,0.0,0.0
CLN,01/02/2021 00:00 MST,17.0,38.0,0.0,0.0
CLN,01/02/2021 01:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 02:00 MST,19.0,38.0,0.0,0.0
CLN,01/02/2021 03:00 MST,20.0,38.0,0.0,0.0
CLN,01/02/2021 04:00 MST,19.0,38.0,0.0,0.0
CLN,01/02/2021 05:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 06:00 MST,19.0,38.0,0.0,0.0
CLN,01/02/2021 07:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 08:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 09:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 10:00 MST,20.0,38.0,0.0,0.0
CLN,01/02/2021 11:00 MST,20.0,38.0,0.0,0.0
CLN,01/02/2021 12:00 MST,19.0,38.0,0.0,0.0
CLN,01/02/2021 13:00 MST,20.0,38.0,0.0,0.0
CLN,01/02/2021 14:00 MST,19.0,38.0,0.0,0.0
CLN,01/02/2021 15:00 MST,19.0,38.0,0.0,0.0
CLN,01/02/2021 16:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 17:00 MST,16.0,38.0,0.0,0.0
CLN,01/02/2021 18:00 MST,16.0,38.0,0.0,0.0
CLN,01/02/2021 19:00 MST,17.0,38.0,0.0,0.0
CLN,01/02/2021 20:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 21:00 MST,17.0,38.0,0.0,0.0
CLN,01/02/2021 22:00 MST,18.0,38.0,0.0,0.0
CLN,01/02/2021 23:00 MST,18.0,38.0,0.0,0.0
CLN,01/03/2021 00:00 MST,19.0,38.0,0.0,0.0
CLN,01/03/2021 01:00 MST,19.0,38.0,0.0,0.0
CLN,01/03/2021 02:00 MST,20.0,38.0,0.0,0.0
CLN,01/03/2021 03:00 MST,19.0,38.0,0.0,0.0
CLN,01/03/2021 04:00 MST,18.0,38.0,0.0,0.0
CLN,01/03/2021 05:00 MST,18.0,38.0,0.0,0.0
CLN,01/03/2021 06:00 MST,19.0,38.0,0.0,0.0
CLN,01/03/2021 07:00 MST,20.0,38.0,0.0,0.0
CLN,01/03/2021 08:00 MST,20.0,37.0,0.0,0.0
CLN,01/03/2021 09:00 MST,20.0,37.0,0.0,0.0
CLN,01/03/2021 10:00 MST,20.0,37.0,0.03,0.0
CLN,01/03/2021 11:00 MST,21.0,38.0,0.05,1.0
CLN,01/03/2021 12:00 MST,23.0,38.0,0.02,1.0
CLN,01/03/2021 13:00 MST,24.0,39.0,0.0,2.0
CLN,01/03/2021 14:00 MST,24.0,39.0,0.04,2.0
CLN,01/03/2021 15:00 MST,24.0,39.0,0.05,2.0
CLN,01/03/2021 16:00 MST,23.0,39.0,0.04,2.0
CLN,01/03/2021 17:00 MST,22.0,39.0,0.06,0.0
CLN,01/03/2021 18:00 MST,22.0,40.0,0.01,0.0
CLN,01/03/2021 19:00 MST,21.0,40.0,0.0,0.0
CLN,01/03/2021 20:00 MST,21.0,40.0,0.01,0.0
CLN,01/03/2021 21:00 MST,21.0,40.0,0.0,0.0
CLN,01/03/2021 22:00 MST,20.0,40.0,0.0,0.0
CLN,01/03/2021 23:00 MST,19.0,40.0,0.0,0.0
CLN,01/04/2021 00:00 MST,17.0,40.0,0.0,0.0
CLN,01/04/2021 01:00 MST,17.0,40.0,0.0,0.0
CLN,01/04/2021 02:00 MST,18.0,40.0,0.0,0.0
CLN,01/04/2021 03:00 MST,17.0,40.0,0.0,0.0
CLN,01/04/2021 04:00 MST,17.0,40.0,0.0,0.0
CLN,01/04/2021 05:00 MST,18.0,40.0,0.0,0.0
CLN,01/04/2021 06:00 MST,17.0,40.0,0.0,0.0
CLN,01/04/2021 07:00 MST,20.0,40.0,0.0,0.0
CLN,01/04/2021 08:00 MST,20.0,40.0,0.0,0.0
CLN,01/04/2021 09:00 MST,22.0,39.0,0.0,0.0
CLN,01/04/2021 10:00 MST,26.0,39.0,0.0,0.0
CLN,01/04/2021 11:00 MST,27.0,39.0,0.0,0.0
CLN,01/04/2021 12:00 MST,29.0,39.0,0.0,0.0
CLN,01/04/2021 13:00 MST,29.0,39.0,0.0,0.0
CLN,01/04/2021 14:00 MST,30.0,39.0,0.0,0.0
CLN,01/04/2021 15:00 MST,30.0,39.0,0.0,0.0
CLN,01/04/2021 16:00 MST,30.0,39.0,0.0,0.0
CLN,01/04/2021 17:00 MST,30.0,39.0,0.0,0.0
CLN,01/04/2021 18:00 MST,31.0,39.0,0.01,0.0
CLN,01/04/2021 19:00 MST,28.0,39.0,0.01,0.0
CLN,01/04/2021 20:00 MST,27.0,38.0,0.02,0.0
CLN,01/04/2021 21:00 MST,27.0,39.0,0.03,0.0
CLN,01/04/2021 22:00 MST,26.0,39.0,0.0,1.0
CLN,01/04/2021 23:00 MST,26.0,40.0,0.0,1.0
CLN,01/05/2021 00:00 MST,26.0,39.0,0.0,1.0
CLN,01/05/2021 01:00 MST,27.0,40.0,0.0,1.0
CLN,01/05/2021 02:00 MST,26.0,40.0,0.0,1.0
CLN,01/05/2021 03:00 MST,21.0,41.0,0.09,3.0
CLN,01/05/2021 04:00 MST,21.0,41.0,0.13,5.0
CLN,01/05/2021 05:00 MST,20.0,42.0,0.04,5.0
CLN,01/05/2021 06:00 MST,20.0,44.0,0.1,6.0
CLN,01/05/2021 07:00 MST,18.0,44.0,0.11,7.0
CLN,01/05/2021 08:00 MST,17.0,45.0,0.05,1.0
CLN,01/05/2021 09:00 MST,16.0,46.0,0.0,1.0
CLN,01/05/2021 10:00 MST,15.0,46.0,0.06,2.0
CLN,01/05/2021 11:00 MST,15.0,46.0,0.0,2.0
CLN,01/05/2021 12:00 MST,16.0,47.0,0.0,2.0
CLN,01/05/2021 13:00 MST,17.0,47.0,0.0,2.0
CLN,01/05/2021 14:00 MST,18.0,46.0,0.0,2.0
CLN,01/05/2021 15:00 MST,17.0,46.0,0.0,3.0
CLN,01/05/2021 16:00 MST,15.0,46.0,0.0,3.0
CLN,01/05/2021 17:00 MST,13.0,45.0,0.0,0.0
CLN,01/05/2021 18:00 MST,10.0,45.0,0.0,0.0
CLN,01/05/2021 19:00 MST,9.0,45.0,0.0,0.0
CLN,01/05/2021 20:00 MST,11.0,45.0,0.0,0.0
CLN,01/05/2021 21:00 MST,14.0,45.0,0.0,0.0
CLN,01/05/2021 22:00 MST,12.0,45.0,0.0,0.0
CLN,01/05/2021 23:00 MST,12.0,45.0,0.0,0.0
CLN,01/06/2021 00:00 MST,10.0,45.0,0.0,0.0
CLN,01/06/2021 01:00 MST,11.0,45.0,0.0,0.0
CLN,01/06/2021 02:00 MST,11.0,45.0,0.0,0.0
CLN,01/06/2021 03:00 MST,12.0,45.0,0.0,0.0
CLN,01/06/2021 04:00 MST,13.0,45.0,0.0,0.0
CLN,01/06/2021 05:00 MST,15.0,44.0,0.0,0.0
CLN,01/06/2021 06:00 MST,17.0,44.0,0.0,0.0
CLN,01/06/2021 07:00 MST,20.0,44.0,0.0,0.0
CLN,01/06/2021 08:00 MST,21.0,44.0,0.0,0.0
CLN,01/06/2021 09:00 MST,21.0,44.0,0.0,0.0
CLN,01/06/2021 10:00 MST,22.0,44.0,0.0,0.0
CLN,01/06/2021 11:00 MST,25.0,44.0,0.0,0.0
CLN,01/06/2021 12:00 MST,28.0,44.0,0.0,0.0
CLN,01/06/2021 13:00 MST,27.0,43.0,0.0,0.0
CLN,01/06/2021 14:00 MST,29.0,43.0,0.0,0.0
CLN,01/06/2021 15:00 MST,29.0,44.0,0.0,0.0
CLN,01/06/2021 16:00 MST,28.0,43.0,0.0,0.0
CLN,01/06/2021 17:00 MST,29.0,43.0,0.0,0.0
CLN,01/06/2021 18:00 MST,30.0,43.0,0.0,0.0
CLN,01/06/2021 19:00 MST,31.0,43.0,0.0,0.0
CLN,01/06/2021 20:00 MST,28.0,43.0,0.0,0.0
CLN,01/06/2021 21:00 MST,29.0,43.0,0.0,0.0
CLN,01/06/2021 22:00 MST,28.0,43.0,0.0,0.0
CLN,01/06/2021 23:00 MST,28.0,43.0,0.0,0.0
CLN,01/07/2021 00:00 MST,27.0,43.0,0.0,0.0
CLN,01/07/2021 01:00 MST,25.0,43.0,0.0,0.0
CLN,01/07/2021 02:00 MST,25.0,43.0,0.0,0.0
CLN,01/07/2021 03:00 MST,25.0,43.0,0.0,0.0
CLN,01/07/2021 04:00 MST,23.0,43.0,0.0,0.0
CLN,01/07/2021 05:00 MST,21.0,43.0,0.0,0.0
CLN,01/07/2021 06:00 MST,21.0,43.0,0.0,0.0
CLN,01/07/2021 07:00 MST,20.0,43.0,0.0,0.0
CLN,01/07/2021 08:00 MST,18.0,43.0,0.0,0.0
CLN,01/07/2021 09:00 MST,17.0,43.0,0.0,0.0
CLN,01/07/2021 10:00 MST,18.0,43.0,0.0,0.0
CLN,01/07/2021 11:00 MST,19.0,43.0,0.0,0.0
CLN,01/07/2021 12:00 MST,19.0,43.0,0.0,0.0
CLN,01/07/2021 13:00 MST,19.0,43.0,0.0,0.0
CLN,01/07/2021 14:00 MST,18.0,43.0,0.0,0.0
CLN,01/07/2021 15:00 MST,17.0,43.0,0.0,0.0
CLN,01/07/2021 16:00 MST,17.0,43.0,0.0,0.0
CLN,01/07/2021 17:00 MST,17.0,43.0,0.0,0.0
CLN,01/07/2021 18:00 MST,17.0,42.0,0.0,0.0
CLN,01/07/2021 19:00 MST,15.0,43.0,0.0,0.0
CLN,01/07/2021 20:00 MST,13.0,43.0,0.0,0.0
CLN,01/07/2021 21:00 MST,13.0,43.0,0.0,0.0
CLN,01/07/2021 22:00 MST,13.0,43.0,0.0,0.0
CLN,01/07/2021 23:00 MST,13.0,43.0,0.0,0.0
CLN,01/08/2021 00:00 MST,13.0,43.0,0.0,0.0
CLN,01/08/2021 01:00 MST,12.0,43.0,0.0,0.0
CLN,01/08/2021 02:00 MST,13.0,43.0,0.0,0.0
CLN,01/08/2021 03:00 MST,15.0,43.0,0.0,0.0
CLN,01/08/2021 04:00 MST,14.0,42.0,0.0,0.0
CLN,01/08/2021 05:00 MST,15.0,42.0,0.0,0.0
CLN,01/08/2021 06:00 MST,15.0,42.0,0.0,0.0
CLN,01/08/2021 07:00 MST,15.0,42.0,0.0,0.0
CLN,01/08/2021 08:00 MST,16.0,42.0,0.0,0.0
CLN,01/08/2021 09:00 MST,17.0,42.0,0.0,0.0
CLN,01/08/2021 10:00 MST,18.0,42.0,0.0,0.0
CLN,01/08/2021 11:00 MST,20.0,42.0,0.0,0.0
CLN,01/08/2021 12:00 MST,22.0,42.0,0.0,0.0
CLN,01/08/2021 13:00 MST,22.0,42.0,0.0,0.0
CLN,01/08/2021 14:00 MST,24.0,42.0,0.0,0.0
CLN,01/08/2021 15:00 MST,21.0,42.0,0.0,0.0
CLN,01/08/2021 16:00 MST,19.0,42.0,0.0,0.0
CLN,01/08/2021 17:00 MST,19.0,42.0,0.0,0.0
CLN,01/08/2021 18:00 MST,19.0,42.0,0.0,0.0
CLN,01/08/2021 19:00 MST,19.0,42.0,0.0,0.0
CLN,01/08/2021 20:00 MST,19.0,42.0,0.0,0.0
CLN,01/08/2021 21:00 MST,17.0,42.0,0.0,0.0
CLN,01/08/2021 22:00 MST,17.0,42.0,0.0,0.0
CLN,01/08/2021 23:00 MST,16.0,42.0,0.0,0.0
CLN,01/09/2021 00:00 MST,16.0,42.0,0.0,0.0
CLN,01/09/2021 01:00 MST,16.0,42.0,0.0,0.0
CLN,01/09/2021 02:00 MST,14.0,42.0,0.0,0.0
CLN,01/09/2021 03:00 MST,13.0,42.0,0.0,0.0
CLN,01/09/2021 04:00 MST,11.0,42.0,0.0,0.0
CLN,01/09/2021 05:00 MST,12.0,42.0,0.0,0.0
CLN,01/09/2021 06:00 MST,11.0,42.0,0.0,0.0
CLN,01/09/2021 07:00 MST,11.0,42.0,0.0,0.0
CLN,01/09/2021 08:00 MST,13.0,42.0,0.0,0.0
CLN,01/09/2021 09:00 MST,15.0,42.0,0.0,0.0
CLN,01/09/2021 10:00 MST,15.0,42.0,0.0,0.0
CLN,01/09/2021 11:00 MST,16.0,42.0,0.0,0.0
CLN,01/09/2021 12:00 MST,18.0,41.0,0.0,0.0
CLN,01/09/2021 13:00 MST,17.0,41.0,0.0,0.0
CLN,01/09/2021 14:00 MST,19.0,41.0,0.0,0.0
CLN,01/09/2021 15:00 MST,15.0,41.0,0.0,0.0
CLN,01/09/2021 16:00 MST,13.0,41.0,0.0,0.0
CLN,01/09/2021 17:00 MST,11.0,41.0,0.0,0.0
CLN,01/09/2021 18:00 MST,9.0,41.0,0.0,0.0
CLN,01/09/2021 19:00 MST,9.0,41.0,0.0,0.0
CLN,01/09/2021 20:00 MST,10.0,41.0,0.0,0.0
CLN,01/09/2021 21:00 MST,10.0,42.0,0.0,0.0
